timestamp,eID,K40,Realtime,sTh232,Q,sCs137,Livetime,A1,Countrate,Cosmics,Total,Th232,sU238,sK40,U238,Cs137,StabSpectrum,Dose,Lat,Lon,Date,Height,Press,Temp,Hum,vT,datetime
1749562294623,SYNC_4112,347.01,0.602,52.719,1.136,37.953,0.602,0.694,171,2,81,26.545,65.966,386.158,-12.203,35.743,"[0.601, 0.585, 0, 0, 0.655, 1.344, 0, 0, 0, 1.701, 3.588, 0.709, 2, 0.607, 1.439, 1.439, 3.29, 4.952, 3.683, 1.586, 1.366, 2.756, 2.563, 2.315, 0.998, 0.88, 0.759, 1.359, 1.199, 1.439, 0.361, 0, 0, 2, 0.837, 2.162, 0, 0.156, 1.439, 2.439, 1.916, 1.963, 0.439, 2.236, 0.407, 0.676, 0.323, 0, 0.996, 0.003, 0, 0, 0, 0, 1.274, 1.725, 0, 0, 0, 0, 0, 0, 0.16, 0.839, 0, 0, 0.921, 1.078, 0, 0.243, 0.756, 0, 0, 0, 0, 0, 0, 0, 1, 0.65, 0.349, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354, 0.645, 0.237, 0.762, 0, 0.561, 0.438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.28, 0.719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24, 0.759, 0, 0.567, 0.432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.023,0,0,1749562292049.236,42.30899830220713,1008.7661802395208,26.23,43.03,1749562294623,2025-06-10 13:31:34.623
1749562295225,SYNC_4112,58.887,0.596,53.25,0.904,38.335,0.596,0.694,193,2,93,7.642,66.63,390.046,27.756,15.567,"[0.596, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 0.58, 3.607, 4.149, 2.878, 4.972, 6.243, 4.419, 2.878, 2.878, 3.878, 2.195, 1.439, 3.125, 4.751, 0, 0.88, 2.079, 2.799, 0.838, 3.04, 1.439, 1.439, 1.439, 0.042, 0.837, 0.439, 2.873, 0.848, 0.596, 0.403, 0, 0, 1, 0, 0.472, 1.527, 0, 1.112, 0.887, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.719, 1.28, 0.6, 0.399, 0, 0, 0, 0, 1, 0.684, 1.315, 0, 0.006, 0.993, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03, 0.969, 0.913, 0.086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.977, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.994, 0.005, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.942, 0.057, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.935, 0.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.026,0,0,1749562293000.0,44.5,1008.7672698602795,26.235349301397203,43.01930139720559,1749562295225,2025-06-10 13:31:35.225
1749562295826,SYNC_4112,151.892,0.6,52.895,0.482,38.079,0.6,0.694,130,0,72,40.996,66.186,387.445,2.982,15.313,"[0.6, 0.585, 0, 0, 0, 0, 0, 0.972, 0.027, 0, 0, 0, 3.505, 2.494, 0.141, 5.29, 5.345, 0.222, 2.413, 2.83, 1.439, 0.439, 3.125, 2.751, 0.882, 1.117, 1, 0.759, 3.24, 0, 0, 0, 0, 2.795, 1.204, 0, 1.434, 1.565, 0, 0, 0.476, 1.439, 0.083, 0, 0.472, 2.88, 0.647, 0, 1.992, 0.007, 0, 0.316, 0.683, 0, 0, 0.077, 1.44, 0.482, 0.398, 0.601, 0, 0, 0.16, 0.839, 0.04, 0.959, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0.855, 0.144, 0, 0, 0, 0, 0, 0, 0.383, 0.616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.628, 0.371, 0, 0, 0, 0, 0, 0.722, 0.277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.913, 0.086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.436, 0.563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.493, 0.506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02,0,0,1749562293037.4531,44.5,1008.7681596211366,26.24,43.01,1749562295826,2025-06-10 13:31:35.826
1749562296427,SYNC_4112,48.089,0.6,52.899,0.448,38.082,0.6,0.694,136,0,75,50.197,66.219,387.485,51.092,-22.869,"[0.6, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 1.58, 1.419, 0.168, 2.654, 1.27, 3.364, 5.243, 2.662, 1.439, 1.683, 2.195, 1.316, 1.686, 1.313, 0.882, 2.879, 1.879, 1.359, 1, 0, 0, 0, 0, 0, 0.837, 0.162, 0, 0, 0.596, 0.439, 0.963, 0.916, 0.796, 2.083, 0.203, 1.352, 1.647, 0, 1.992, 1.007, 0, 1, 1.513, 0.88, 1.605, 0, 0.517, 1.44, 1.041, 0, 1, 0.719, 0.28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.328, 0.671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.501, 1.441, 0.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886, 0.113, 0.769, 0.441, 0.788, 0, 0, 0, 0.419, 0.58, 0, 0, 0, 0, 0, 0, 0.954, 0.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24, 0.759, 0, 0, 0.01, 0.989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.187, 1.812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.023,0,0,1749562294000.0,44.5075,1008.7679798604187,26.24,43.01,1749562296427,2025-06-10 13:31:36.427
1749562297029,SYNC_4112,-2.92,0.599,52.983,0.465,38.143,0.599,0.694,141,2,82,49.081,66.297,388.092,6.073,17.295,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 0, 0.85, 0.729, 2.149, 2.439, 2.047, 2.972, 4.784, 1.952, 1.074, 1.608, 2.635, 1.439, 2.807, 4.633, 2.88, 2.995, 0, 2, 0.759, 2.24, 0.638, 0.518, 2.879, 0.963, 1.397, 0.602, 0, 0.717, 0.439, 1.439, 0.403, 0.476, 1.439, 1.083, 0, 0, 0, 0, 0, 0, 1.309, 1.69, 0, 0, 0.197, 0.802, 0, 0, 0.958, 2.44, 0.601, 0, 0, 0, 0, 0, 0.481, 1.44, 0.44, 0.637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1.091, 1.44, 0.467, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.164, 0.835, 0, 0, 0, 0, 0, 0, 0, 0, 0.586, 0.413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.208, 0.791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.853, 0.146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.024,0,0,1749562294053.2446,44.6,1008.7674988023952,26.24,43.00665668662675,1749562297029,2025-06-10 13:31:37.029
1749562297630,SYNC_4112,339.07,0.6,52.895,0.436,38.079,0.6,0.694,106,0,68,20.749,66.186,387.445,2.543,11.775,"[0.6, 0.585, 0, 0, 0, 0, 0, 0, 0.823, 1.176, 1.58, 2.878, 1.709, 1.439, 2.439, 1.439, 3.29, 4.683, 2.539, 4.975, 3.708, 1.562, 1.754, 2.001, 0.998, 0, 0, 0, 0.199, 0.8, 0.078, 0.921, 0, 1, 1.674, 0.325, 0, 1, 0, 1, 0, 0, 1.356, 0.643, 0.236, 0.763, 0, 0.556, 0.443, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0.797, 2.041, 0.161, 0, 0, 0, 0, 0, 0.921, 0.078, 0, 1.243, 0.756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.501, 0.498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.237, 0.762, 0, 0.561, 0.438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.24, 0.759, 1, 0, 0, 0.452, 0.547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.853, 0.146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018,0,0,1749562295053.2446,44.6,1008.7667790419162,26.24,43.00065868263473,1749562297630,2025-06-10 13:31:37.630
1749562298231,SYNC_4112,216.258,0.597,53.161,0.489,38.271,0.597,0.694,111,1,75,26.164,66.519,389.392,7.825,4.237,"[0.597, 0.585, 0, 0, 0, 0, 0.533, 0.466, 0, 0, 0.58, 2.149, 0.27, 0.607, 1.533, 3.345, 2.364, 0.513, 4.656, 2.221, 4.172, 2.584, 0.562, 1.441, 2.437, 1.439, 2.759, 2.879, 0.679, 0.8, 0.078, 1.439, 1.439, 1.837, 2.879, 0.602, 0.722, 0.156, 0.843, 0.036, 1.439, 0.523, 1, 0, 1, 0.676, 0.44, 0.883, 0, 0, 0, 0, 0, 0, 0, 0, 0.517, 0.482, 1.398, 0.601, 0, 0, 0, 0, 0, 0, 0, 0, 0.803, 1.44, 0.756, 1, 0.565, 0.434, 0, 0.887, 0.112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354, 1.441, 0.203, 0, 0, 0, 0, 0, 0, 0.328, 0.671, 0, 0.652, 0.347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24, 0.759, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.499, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.023,0,0,1749562296000.0,44.6,1008.767821257485,26.245339321357285,42.98932135728543,1749562298231,2025-06-10 13:31:38.231
1749562298834,SYNC_4112,242.874,0.598,53.072,0.378,38.207,0.598,0.694,163,0,92,62.935,66.407,388.741,-7.605,11.123,"[0.597, 0.585, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.337, 1.662, 3.047, 2.412, 3.392, 6.338, 6.223, 2.074, 2.878, 2.633, 1.124, 5.877, 1.439, 1.439, 2.759, 1.359, 0, 0, 1.078, 1.439, 0.481, 1.397, 0.602, 0, 0, 0.313, 1.686, 0.036, 1.916, 1.047, 0.356, 1.439, 0.439, 0.763, 1.116, 0.883, 0, 0, 0, 2.633, 1.366, 0, 0, 1, 0, 0, 1, 0.838, 0.161, 0, 0, 0.6, 0.44, 0.959, 0.921, 0.078, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1.301, 0.79, 0.908, 0.973, 0.026, 0, 0.296, 0.703, 0, 0.619, 0.501, 1.879, 0, 0, 0, 0.531, 1.468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.003, 0.996, 0, 1, 0, 0, 0.652, 0.347, 0, 0, 0, 0, 0, 0, 0.186, 0.813, 0, 0, 0, 0, 0, 0, 0.722, 0.277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.797, 0.202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024,0,0,1749562296042.447,44.6,1008.7686371257486,26.25,42.98135728542914,1749562298834,2025-06-10 13:31:38.834
1749562299431,SYNC_4112,224.681,0.599,52.983,0.44,38.143,0.599,0.694,116,1,63,41.934,66.297,388.092,-12.791,-8.146,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.168, 1.439, 3.486, 2.392, 0.513, 2.365, 1.439, 3.683, 4.928, 2.706, 1.439, 1.437, 0.441, 1.439, 1.759, 2.879, 1.48, 0, 0.078, 0.921, 1.915, 2.084, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0.796, 1.203, 0.676, 0.556, 1.767, 0.996, 0.003, 0, 0, 0.756, 0.243, 0.637, 0.362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.296, 0.703, 0, 0, 0, 0, 0, 0, 0.824, 0.175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.652, 0.347, 0, 0, 1.419, 0.58, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.28, 0.719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.874, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.018,0,0,1749562297000.0,44.6,1008.7679221556886,26.25,42.98731536926148,1749562299431,2025-06-10 13:31:39.431
1749562300031,SYNC_4112,132.252,0.603,52.632,0.374,37.89,0.603,0.694,131,2,79,41.419,65.857,385.518,8.98,8.053,"[0.602, 0.585, 0, 0, 0, 0.094, 0.905, 0, 0.411, 1.439, 0.439, 0.709, 2.337, 2.27, 3.439, 1.439, 3.29, 1.587, 3.048, 3.074, 3.562, 2.195, 2.316, 0.442, 2.995, 0.88, 0.759, 2.879, 0.48, 0, 1, 0.518, 3.355, 0.523, 0.602, 2.277, 0.722, 2, 0, 1, 0, 1.832, 0.167, 0.796, 0.439, 0.763, 1, 0.556, 0.443, 2, 0, 0, 0, 1.197, 0.802, 0, 0, 0, 0, 0, 1, 0, 1.16, 0.839, 0, 0, 0, 0, 0, 1.243, 0.756, 0, 0, 0, 0, 0, 1.328, 0.671, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.939, 0, 0, 0.824, 0.175, 0.707, 0.292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.49, 1.442, 0.067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.021,0,0,1749562297049.834,44.6,1008.7671049850449,26.25,42.9866999002991,1749562300031,2025-06-10 13:31:40.031
1749562300632,SYNC_4112,261.503,0.595,53.339,1.471,38.399,0.595,0.694,87,0,71,1.131,66.742,390.701,47.326,1.0,"[0.595, 0.585, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0.729, 3.27, 1.215, 2.972, 4.298, 1.439, 3.804, 2.074, 1.683, 2.195, 1.439, 0.877, 1, 0.441, 2.32, 0.238, 0, 0, 0, 0.157, 1.842, 0, 1, 0, 0, 1.434, 0.565, 0.596, 0.439, 1.439, 0.523, 1.712, 1.287, 0, 0, 0, 0, 0.996, 1.003, 0, 0.316, 0.683, 0, 0.637, 0.362, 0, 0, 0, 0, 0.279, 1.44, 0.28, 0, 1, 0, 0, 0, 0, 1, 0.684, 0.315, 0, 0, 0, 0, 0.328, 0.671, 1, 0, 0, 0, 0.973, 0.026, 0, 0.296, 0.703, 0, 0, 0, 0, 0, 0, 0.824, 0.175, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.679, 0.32, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.745, 0.254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.048, 0.951, 0, 0, 0, 0, 0, 0, 0, 1, 0.47, 0.529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.41, 0.589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.023,0,0,1749562298048.253,44.6,1008.7662061814557,26.25,42.980707876370886,1749562300632,2025-06-10 13:31:40.632
1749562301237,SYNC_4112,130.105,0.598,53.072,0.435,38.207,0.598,0.694,102,2,85,48.622,66.407,388.741,2.36,36.914,"[0.597, 0.585, 0, 0, 0.655, 0.344, 0.533, 1.439, 1.027, 0.85, 1.439, 2.168, 1.709, 2.047, 0.925, 4.317, 2.466, 5.264, 4.614, 1.683, 2.195, 1.562, 2.878, 0.875, 0.441, 0.558, 1, 0, 0, 1.277, 0.722, 0.518, 1.439, 2.235, 2.644, 0.439, 0.722, 0, 0, 1, 0, 0, 3, 1.592, 0.643, 0.763, 1, 0.556, 1.44, 1.003, 0, 0, 0, 0, 0.637, 0.362, 0.517, 0.482, 0.398, 1.44, 0.161, 0, 0.16, 0.839, 0, 0.481, 0.518, 1, 0, 1.243, 0.756, 1, 0, 0.006, 1.44, 0.553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28, 0.719, 0, 0, 0.048, 0.951, 0, 0, 0.817, 0.182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.682, 0.317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.49, 0.509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.274, 0.725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.026,0,0,1749562299000.0,44.6,1008.7676988023952,26.255329341317367,42.98,1749562301237,2025-06-10 13:31:41.237
