timestamp,eID,objectVersion,classID,sensorMeasures,sensorConfig,Realtime,Livetime,Spectrum_length,Spectrum_sum,Spectrum_max,Total,Countrate,Cosmics,vT,datetime
1749562300031.0,SPECTRO_4112,,,,,0.199,0.199,512.0,26.0,2.0,26.0,131.0,0.0,1749562300031.0,2025-06-10 13:31:40.031
1749562300234.0,SPECTRO_4112,,,,,0.203,0.203,512.0,28.0,1.0,28.0,138.0,1.0,1749562300234.0,2025-06-10 13:31:40.234
1749562300435.0,SPECTRO_4112,,,,,0.201,0.201,512.0,25.0,2.0,25.0,124.0,1.0,1749562300435.0,2025-06-10 13:31:40.435
1749562300632.0,SPECTRO_4112,,,,,0.196,0.196,512.0,17.0,2.0,17.0,87.0,0.0,1749562300632.0,2025-06-10 13:31:40.632
1749562300832.0,SPECTRO_4112,,,,,0.2,0.2,512.0,26.0,2.0,26.0,130.0,0.0,1749562300832.0,2025-06-10 13:31:40.832
1749562301032.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,0.0,1749562301032.0,2025-06-10 13:31:41.032
1749562301237.0,SPECTRO_4112,,,,,0.205,0.205,512.0,21.0,2.0,21.0,102.0,1.0,1749562301237.0,2025-06-10 13:31:41.237
1749562301432.0,SPECTRO_4112,,,,,0.194,0.194,512.0,36.0,2.0,36.0,186.0,0.0,1749562301432.0,2025-06-10 13:31:41.432
1749562301632.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,1.0,1749562301632.0,2025-06-10 13:31:41.632
1749562301833.0,SPECTRO_4112,,,,,0.2,0.2,512.0,34.0,2.0,34.0,170.0,0.0,1749562301833.0,2025-06-10 13:31:41.833
1749562302037.0,SPECTRO_4112,,,,,0.204,0.204,512.0,20.0,2.0,20.0,98.0,2.0,1749562302037.0,2025-06-10 13:31:42.037
1749562302233.0,SPECTRO_4112,,,,,0.196,0.196,512.0,25.0,1.0,25.0,128.0,1.0,1749562302233.0,2025-06-10 13:31:42.233
1749562302434.0,SPECTRO_4112,,,,,0.2,0.2,512.0,22.0,3.0,22.0,110.0,0.0,1749562302434.0,2025-06-10 13:31:42.434
1749562302633.0,SPECTRO_4112,,,,,0.199,0.199,512.0,32.0,3.0,32.0,161.0,0.0,1749562302633.0,2025-06-10 13:31:42.633
1749562302834.0,SPECTRO_4112,,,,,0.2,0.2,512.0,26.0,2.0,26.0,130.0,0.0,1749562302834.0,2025-06-10 13:31:42.834
1749562303035.0,SPECTRO_4112,,,,,0.201,0.201,512.0,22.0,2.0,22.0,109.0,0.0,1749562303035.0,2025-06-10 13:31:43.035
1749562303235.0,SPECTRO_4112,,,,,0.199,0.199,512.0,22.0,2.0,22.0,111.0,0.0,1749562303235.0,2025-06-10 13:31:43.235
1749562303435.0,SPECTRO_4112,,,,,0.199,0.199,512.0,20.0,2.0,20.0,101.0,0.0,1749562303435.0,2025-06-10 13:31:43.435
1749562303636.0,SPECTRO_4112,,,,,0.201,0.201,512.0,29.0,2.0,29.0,144.0,1.0,1749562303636.0,2025-06-10 13:31:43.636
1749562303836.0,SPECTRO_4112,,,,,0.199,0.199,512.0,19.0,2.0,19.0,95.0,0.0,1749562303836.0,2025-06-10 13:31:43.836
1749562304036.0,SPECTRO_4112,,,,,0.2,0.2,512.0,19.0,2.0,19.0,95.0,0.0,1749562304036.0,2025-06-10 13:31:44.036
1749562304236.0,SPECTRO_4112,,,,,0.199,0.199,512.0,30.0,3.0,30.0,151.0,0.0,1749562304236.0,2025-06-10 13:31:44.236
1749562304436.0,SPECTRO_4112,,,,,0.2,0.2,512.0,36.0,4.0,36.0,180.0,0.0,1749562304436.0,2025-06-10 13:31:44.436
1749562304638.0,SPECTRO_4112,,,,,0.201,0.201,512.0,27.0,2.0,27.0,134.0,1.0,1749562304638.0,2025-06-10 13:31:44.638
1749562304836.0,SPECTRO_4112,,,,,0.198,0.198,512.0,26.0,4.0,26.0,131.0,4.0,1749562304836.0,2025-06-10 13:31:44.836
1749562305042.0,SPECTRO_4112,,,,,0.205,0.205,512.0,23.0,3.0,23.0,112.0,1.0,1749562305042.0,2025-06-10 13:31:45.042
1749562305237.0,SPECTRO_4112,,,,,0.195,0.195,512.0,29.0,2.0,29.0,149.0,0.0,1749562305237.0,2025-06-10 13:31:45.237
1749562305436.0,SPECTRO_4112,,,,,0.198,0.198,512.0,23.0,2.0,23.0,116.0,0.0,1749562305436.0,2025-06-10 13:31:45.436
1749562305636.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,2.0,1749562305636.0,2025-06-10 13:31:45.636
1749562305836.0,SPECTRO_4112,,,,,0.2,0.2,512.0,25.0,1.0,25.0,125.0,1.0,1749562305836.0,2025-06-10 13:31:45.836
1749562306037.0,SPECTRO_4112,,,,,0.201,0.201,512.0,24.0,2.0,24.0,119.0,2.0,1749562306037.0,2025-06-10 13:31:46.037
1749562306238.0,SPECTRO_4112,,,,,0.2,0.2,512.0,29.0,3.0,29.0,145.0,1.0,1749562306238.0,2025-06-10 13:31:46.238
1749562306437.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,1.0,1749562306437.0,2025-06-10 13:31:46.437
1749562306637.0,SPECTRO_4112,,,,,0.199,0.199,512.0,29.0,3.0,29.0,146.0,1.0,1749562306637.0,2025-06-10 13:31:46.637
1749562306837.0,SPECTRO_4112,,,,,0.2,0.2,512.0,24.0,3.0,24.0,120.0,0.0,1749562306837.0,2025-06-10 13:31:46.837
1749562307037.0,SPECTRO_4112,,,,,0.199,0.199,512.0,25.0,2.0,25.0,126.0,0.0,1749562307037.0,2025-06-10 13:31:47.037
1749562307237.0,SPECTRO_4112,,,,,0.2,0.2,512.0,32.0,4.0,32.0,160.0,0.0,1749562307237.0,2025-06-10 13:31:47.237
1749562307437.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,0.0,1749562307437.0,2025-06-10 13:31:47.437
1749562307652.0,SPECTRO_4112,,,,,0.215,0.215,512.0,35.0,4.0,35.0,163.0,0.0,1749562307652.0,2025-06-10 13:31:47.652
1749562307837.0,SPECTRO_4112,,,,,0.184,0.184,512.0,36.0,2.0,36.0,196.0,0.0,1749562307837.0,2025-06-10 13:31:47.837
1749562308037.0,SPECTRO_4112,,,,,0.199,0.199,512.0,27.0,2.0,27.0,136.0,0.0,1749562308037.0,2025-06-10 13:31:48.037
1749562308239.0,SPECTRO_4112,,,,,0.202,0.202,512.0,25.0,2.0,25.0,124.0,0.0,1749562308239.0,2025-06-10 13:31:48.239
1749562308438.0,SPECTRO_4112,,,,,0.198,0.198,512.0,29.0,3.0,29.0,146.0,1.0,1749562308438.0,2025-06-10 13:31:48.438
1749562308638.0,SPECTRO_4112,,,,,0.199,0.199,512.0,22.0,2.0,22.0,111.0,0.0,1749562308638.0,2025-06-10 13:31:48.638
1749562308840.0,SPECTRO_4112,,,,,0.201,0.201,512.0,17.0,2.0,17.0,85.0,1.0,1749562308840.0,2025-06-10 13:31:48.840
1749562309038.0,SPECTRO_4112,,,,,0.197,0.197,512.0,19.0,2.0,19.0,96.0,0.0,1749562309038.0,2025-06-10 13:31:49.038
1749562309239.0,SPECTRO_4112,,,,,0.201,0.201,512.0,29.0,2.0,29.0,144.0,0.0,1749562309239.0,2025-06-10 13:31:49.239
1749562309441.0,SPECTRO_4112,,,,,0.202,0.202,512.0,31.0,2.0,31.0,153.0,1.0,1749562309441.0,2025-06-10 13:31:49.441
1749562309641.0,SPECTRO_4112,,,,,0.199,0.199,512.0,17.0,2.0,17.0,85.0,1.0,1749562309641.0,2025-06-10 13:31:49.641
1749562309840.0,SPECTRO_4112,,,,,0.199,0.199,512.0,20.0,2.0,20.0,101.0,1.0,1749562309840.0,2025-06-10 13:31:49.840
1749562310041.0,SPECTRO_4112,,,,,0.2,0.2,512.0,14.0,2.0,14.0,70.0,0.0,1749562310041.0,2025-06-10 13:31:50.041
1749562310240.0,SPECTRO_4112,,,,,0.199,0.199,512.0,21.0,3.0,21.0,106.0,0.0,1749562310240.0,2025-06-10 13:31:50.240
1749562310444.0,SPECTRO_4112,,,,,0.204,0.204,512.0,26.0,2.0,26.0,127.0,0.0,1749562310444.0,2025-06-10 13:31:50.444
1749562310642.0,SPECTRO_4112,,,,,0.197,0.197,512.0,29.0,3.0,29.0,147.0,0.0,1749562310642.0,2025-06-10 13:31:50.642
1749562310841.0,SPECTRO_4112,,,,,0.199,0.199,512.0,25.0,3.0,25.0,126.0,3.0,1749562310841.0,2025-06-10 13:31:50.841
1749562311042.0,SPECTRO_4112,,,,,0.2,0.2,512.0,20.0,2.0,20.0,100.0,1.0,1749562311042.0,2025-06-10 13:31:51.042
1749562311242.0,SPECTRO_4112,,,,,0.2,0.2,512.0,29.0,2.0,29.0,145.0,1.0,1749562311242.0,2025-06-10 13:31:51.242
1749562311442.0,SPECTRO_4112,,,,,0.2,0.2,512.0,25.0,3.0,25.0,125.0,1.0,1749562311442.0,2025-06-10 13:31:51.442
1749562311642.0,SPECTRO_4112,,,,,0.2,0.2,512.0,25.0,3.0,25.0,125.0,0.0,1749562311642.0,2025-06-10 13:31:51.642
1749562311842.0,SPECTRO_4112,,,,,0.199,0.199,512.0,25.0,2.0,25.0,126.0,0.0,1749562311842.0,2025-06-10 13:31:51.842
1749562312043.0,SPECTRO_4112,,,,,0.2,0.2,512.0,28.0,2.0,28.0,140.0,0.0,1749562312043.0,2025-06-10 13:31:52.043
1749562312243.0,SPECTRO_4112,,,,,0.2,0.2,512.0,24.0,2.0,24.0,120.0,1.0,1749562312243.0,2025-06-10 13:31:52.243
1749562312443.0,SPECTRO_4112,,,,,0.199,0.199,512.0,22.0,4.0,22.0,111.0,0.0,1749562312443.0,2025-06-10 13:31:52.443
1749562312643.0,SPECTRO_4112,,,,,0.199,0.199,512.0,24.0,2.0,24.0,121.0,0.0,1749562312643.0,2025-06-10 13:31:52.643
1749562312844.0,SPECTRO_4112,,,,,0.2,0.2,512.0,26.0,2.0,26.0,130.0,1.0,1749562312844.0,2025-06-10 13:31:52.844
1749562313043.0,SPECTRO_4112,,,,,0.199,0.199,512.0,19.0,2.0,19.0,95.0,0.0,1749562313043.0,2025-06-10 13:31:53.043
1749562313243.0,SPECTRO_4112,,,,,0.199,0.199,512.0,20.0,1.0,20.0,101.0,1.0,1749562313243.0,2025-06-10 13:31:53.243
1749562313444.0,SPECTRO_4112,,,,,0.201,0.201,512.0,22.0,3.0,22.0,109.0,1.0,1749562313444.0,2025-06-10 13:31:53.444
1749562313645.0,SPECTRO_4112,,,,,0.2,0.2,512.0,27.0,3.0,27.0,135.0,1.0,1749562313645.0,2025-06-10 13:31:53.645
1749562313846.0,SPECTRO_4112,,,,,0.2,0.2,512.0,28.0,3.0,28.0,140.0,0.0,1749562313846.0,2025-06-10 13:31:53.846
1749562314046.0,SPECTRO_4112,,,,,0.2,0.2,512.0,29.0,2.0,29.0,145.0,1.0,1749562314046.0,2025-06-10 13:31:54.046
1749562314247.0,SPECTRO_4112,,,,,0.201,0.201,512.0,26.0,2.0,26.0,129.0,0.0,1749562314247.0,2025-06-10 13:31:54.247
1749562314446.0,SPECTRO_4112,,,,,0.198,0.198,512.0,20.0,2.0,20.0,101.0,0.0,1749562314446.0,2025-06-10 13:31:54.446
1749562314647.0,SPECTRO_4112,,,,,0.2,0.2,512.0,32.0,2.0,32.0,160.0,0.0,1749562314647.0,2025-06-10 13:31:54.647
1749562314848.0,SPECTRO_4112,,,,,0.2,0.2,512.0,20.0,3.0,20.0,100.0,0.0,1749562314848.0,2025-06-10 13:31:54.848
1749562315047.0,SPECTRO_4112,,,,,0.199,0.199,512.0,26.0,2.0,26.0,131.0,0.0,1749562315047.0,2025-06-10 13:31:55.047
1749562315248.0,SPECTRO_4112,,,,,0.2,0.2,512.0,27.0,2.0,27.0,135.0,0.0,1749562315248.0,2025-06-10 13:31:55.248
1749562315449.0,SPECTRO_4112,,,,,0.201,0.201,512.0,24.0,5.0,24.0,119.0,1.0,1749562315449.0,2025-06-10 13:31:55.449
1749562315652.0,SPECTRO_4112,,,,,0.206,0.206,512.0,21.0,2.0,21.0,102.0,1.0,1749562315652.0,2025-06-10 13:31:55.652
1749562315849.0,SPECTRO_4112,,,,,0.193,0.193,512.0,27.0,3.0,27.0,140.0,0.0,1749562315849.0,2025-06-10 13:31:55.849
1749562316050.0,SPECTRO_4112,,,,,0.2,0.2,512.0,19.0,2.0,19.0,95.0,0.0,1749562316050.0,2025-06-10 13:31:56.050
1749562316250.0,SPECTRO_4112,,,,,0.2,0.2,512.0,32.0,2.0,32.0,160.0,0.0,1749562316250.0,2025-06-10 13:31:56.250
1749562316451.0,SPECTRO_4112,,,,,0.2,0.2,512.0,24.0,2.0,24.0,120.0,1.0,1749562316451.0,2025-06-10 13:31:56.451
1749562316651.0,SPECTRO_4112,,,,,0.199,0.199,512.0,17.0,3.0,17.0,85.0,0.0,1749562316651.0,2025-06-10 13:31:56.651
1749562316851.0,SPECTRO_4112,,,,,0.2,0.2,512.0,25.0,2.0,25.0,125.0,1.0,1749562316851.0,2025-06-10 13:31:56.851
1749562317053.0,SPECTRO_4112,,,,,0.202,0.202,512.0,21.0,2.0,21.0,104.0,0.0,1749562317053.0,2025-06-10 13:31:57.053
1749562317251.0,SPECTRO_4112,,,,,0.198,0.198,512.0,30.0,3.0,30.0,152.0,0.0,1749562317251.0,2025-06-10 13:31:57.251
1749562317454.0,SPECTRO_4112,,,,,0.202,0.202,512.0,27.0,3.0,27.0,134.0,0.0,1749562317454.0,2025-06-10 13:31:57.454
1749562317651.0,SPECTRO_4112,,,,,0.197,0.197,512.0,35.0,2.0,35.0,178.0,0.0,1749562317651.0,2025-06-10 13:31:57.651
1749562317852.0,SPECTRO_4112,,,,,0.2,0.2,512.0,15.0,1.0,15.0,75.0,0.0,1749562317852.0,2025-06-10 13:31:57.852
1749562318052.0,SPECTRO_4112,,,,,0.2,0.2,512.0,26.0,2.0,26.0,130.0,2.0,1749562318052.0,2025-06-10 13:31:58.052
1749562318252.0,SPECTRO_4112,,,,,0.201,0.201,512.0,20.0,3.0,20.0,100.0,0.0,1749562318252.0,2025-06-10 13:31:58.252
1749562318453.0,SPECTRO_4112,,,,,0.2,0.2,512.0,21.0,3.0,21.0,105.0,0.0,1749562318453.0,2025-06-10 13:31:58.453
1749562318652.0,SPECTRO_4112,,,,,0.199,0.199,512.0,32.0,3.0,32.0,161.0,0.0,1749562318652.0,2025-06-10 13:31:58.652
1749562318853.0,SPECTRO_4112,,,,,0.2,0.2,512.0,25.0,2.0,25.0,125.0,0.0,1749562318853.0,2025-06-10 13:31:58.853
1749562319055.0,SPECTRO_4112,,,,,0.202,0.202,512.0,29.0,3.0,29.0,144.0,0.0,1749562319055.0,2025-06-10 13:31:59.055
1749562319255.0,SPECTRO_4112,,,,,0.199,0.199,512.0,19.0,2.0,19.0,95.0,0.0,1749562319255.0,2025-06-10 13:31:59.255
1749562319456.0,SPECTRO_4112,,,,,0.201,0.201,512.0,23.0,2.0,23.0,114.0,1.0,1749562319456.0,2025-06-10 13:31:59.456
1749562319657.0,SPECTRO_4112,,,,,0.2,0.2,512.0,31.0,3.0,31.0,155.0,2.0,1749562319657.0,2025-06-10 13:31:59.657
1749562319856.0,SPECTRO_4112,,,,,0.199,0.199,512.0,24.0,3.0,24.0,121.0,2.0,1749562319856.0,2025-06-10 13:31:59.856
1749562320056.0,SPECTRO_4112,,,,,0.199,0.199,512.0,22.0,2.0,22.0,111.0,0.0,1749562320056.0,2025-06-10 13:32:00.056
1749562320256.0,SPECTRO_4112,,,,,0.2,0.2,512.0,20.0,3.0,20.0,100.0,0.0,1749562320256.0,2025-06-10 13:32:00.256
1749562320456.0,SPECTRO_4112,,,,,0.199,0.199,512.0,20.0,2.0,20.0,101.0,1.0,1749562320456.0,2025-06-10 13:32:00.456
1749562320658.0,SPECTRO_4112,,,,,0.201,0.201,512.0,15.0,1.0,15.0,75.0,1.0,1749562320658.0,2025-06-10 13:32:00.658
1749562320857.0,SPECTRO_4112,,,,,0.199,0.199,512.0,13.0,1.0,13.0,65.0,0.0,1749562320857.0,2025-06-10 13:32:00.857
1749562321057.0,SPECTRO_4112,,,,,0.199,0.199,512.0,19.0,2.0,19.0,95.0,1.0,1749562321057.0,2025-06-10 13:32:01.057
1749562321257.0,SPECTRO_4112,,,,,0.199,0.199,512.0,25.0,3.0,25.0,126.0,1.0,1749562321257.0,2025-06-10 13:32:01.257
1749562321457.0,SPECTRO_4112,,,,,0.199,0.199,512.0,30.0,2.0,30.0,151.0,0.0,1749562321457.0,2025-06-10 13:32:01.457
1749562321656.0,SPECTRO_4112,,,,,0.199,0.199,512.0,23.0,3.0,23.0,116.0,2.0,1749562321656.0,2025-06-10 13:32:01.656
1749562321856.0,SPECTRO_4112,,,,,0.2,0.2,512.0,21.0,1.0,21.0,105.0,0.0,1749562321856.0,2025-06-10 13:32:01.856
1749562322057.0,SPECTRO_4112,,,,,0.2,0.2,512.0,18.0,2.0,18.0,90.0,0.0,1749562322057.0,2025-06-10 13:32:02.057
1749562322257.0,SPECTRO_4112,,,,,0.199,0.199,512.0,32.0,2.0,32.0,161.0,0.0,1749562322257.0,2025-06-10 13:32:02.257
1749562322456.0,SPECTRO_4112,,,,,0.2,0.2,512.0,27.0,1.0,27.0,135.0,0.0,1749562322456.0,2025-06-10 13:32:02.456
1749562322657.0,SPECTRO_4112,,,,,0.201,0.201,512.0,28.0,2.0,28.0,139.0,0.0,1749562322657.0,2025-06-10 13:32:02.657
1749562322856.0,SPECTRO_4112,,,,,0.198,0.198,512.0,26.0,2.0,26.0,131.0,2.0,1749562322856.0,2025-06-10 13:32:02.856
1749562323057.0,SPECTRO_4112,,,,,0.2,0.2,512.0,18.0,2.0,18.0,90.0,0.0,1749562323057.0,2025-06-10 13:32:03.057
1749562323257.0,SPECTRO_4112,,,,,0.2,0.2,512.0,23.0,3.0,23.0,115.0,0.0,1749562323257.0,2025-06-10 13:32:03.257
1749562323459.0,SPECTRO_4112,,,,,0.202,0.202,512.0,27.0,3.0,27.0,134.0,0.0,1749562323459.0,2025-06-10 13:32:03.459
1749562323657.0,SPECTRO_4112,,,,,0.197,0.197,512.0,20.0,2.0,20.0,102.0,1.0,1749562323657.0,2025-06-10 13:32:03.657
1749562323857.0,SPECTRO_4112,,,,,0.199,0.199,512.0,23.0,3.0,23.0,116.0,0.0,1749562323857.0,2025-06-10 13:32:03.857
1749562324057.0,SPECTRO_4112,,,,,0.2,0.2,512.0,26.0,2.0,26.0,130.0,0.0,1749562324057.0,2025-06-10 13:32:04.057
1749562324256.0,SPECTRO_4112,,,,,0.199,0.199,512.0,31.0,2.0,31.0,156.0,0.0,1749562324256.0,2025-06-10 13:32:04.256
1749562324456.0,SPECTRO_4112,,,,,0.199,0.199,512.0,27.0,4.0,27.0,136.0,0.0,1749562324456.0,2025-06-10 13:32:04.456
1749562324656.0,SPECTRO_4112,,,,,0.199,0.199,512.0,30.0,3.0,30.0,151.0,0.0,1749562324656.0,2025-06-10 13:32:04.656
1749562324857.0,SPECTRO_4112,,,,,0.201,0.201,512.0,19.0,1.0,19.0,95.0,1.0,1749562324857.0,2025-06-10 13:32:04.857
1749562325057.0,SPECTRO_4112,,,,,0.2,0.2,512.0,23.0,2.0,23.0,115.0,0.0,1749562325057.0,2025-06-10 13:32:05.057
1749562325258.0,SPECTRO_4112,,,,,0.2,0.2,512.0,29.0,2.0,29.0,145.0,0.0,1749562325258.0,2025-06-10 13:32:05.258
1749562325461.0,SPECTRO_4112,,,,,0.202,0.202,512.0,24.0,1.0,24.0,119.0,1.0,1749562325461.0,2025-06-10 13:32:05.461
1749562325659.0,SPECTRO_4112,,,,,0.198,0.198,512.0,29.0,2.0,29.0,146.0,0.0,1749562325659.0,2025-06-10 13:32:05.659
1749562325859.0,SPECTRO_4112,,,,,0.199,0.199,512.0,27.0,2.0,27.0,136.0,0.0,1749562325859.0,2025-06-10 13:32:05.859
1749562326060.0,SPECTRO_4112,,,,,0.201,0.201,512.0,25.0,2.0,25.0,124.0,0.0,1749562326060.0,2025-06-10 13:32:06.060
1749562326260.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,0.0,1749562326260.0,2025-06-10 13:32:06.260
1749562326459.0,SPECTRO_4112,,,,,0.199,0.199,512.0,20.0,3.0,20.0,101.0,0.0,1749562326459.0,2025-06-10 13:32:06.459
1749562326660.0,SPECTRO_4112,,,,,0.2,0.2,512.0,25.0,2.0,25.0,125.0,0.0,1749562326660.0,2025-06-10 13:32:06.660
1749562326860.0,SPECTRO_4112,,,,,0.2,0.2,512.0,18.0,2.0,18.0,90.0,0.0,1749562326860.0,2025-06-10 13:32:06.860
1749562327059.0,SPECTRO_4112,,,,,0.198,0.198,512.0,23.0,2.0,23.0,116.0,0.0,1749562327059.0,2025-06-10 13:32:07.059
1749562327261.0,SPECTRO_4112,,,,,0.201,0.201,512.0,14.0,2.0,14.0,70.0,0.0,1749562327261.0,2025-06-10 13:32:07.261
1749562327459.0,SPECTRO_4112,,,,,0.198,0.198,512.0,30.0,3.0,30.0,152.0,0.0,1749562327459.0,2025-06-10 13:32:07.459
1749562327661.0,SPECTRO_4112,,,,,0.201,0.201,512.0,31.0,3.0,31.0,154.0,0.0,1749562327661.0,2025-06-10 13:32:07.661
1749562327860.0,SPECTRO_4112,,,,,0.199,0.199,512.0,27.0,2.0,27.0,136.0,0.0,1749562327860.0,2025-06-10 13:32:07.860
1749562328060.0,SPECTRO_4112,,,,,0.199,0.199,512.0,22.0,2.0,22.0,111.0,1.0,1749562328060.0,2025-06-10 13:32:08.060
1749562328262.0,SPECTRO_4112,,,,,0.202,0.202,512.0,22.0,3.0,22.0,109.0,0.0,1749562328262.0,2025-06-10 13:32:08.262
1749562328466.0,SPECTRO_4112,,,,,0.204,0.204,512.0,37.0,3.0,37.0,181.0,0.0,1749562328466.0,2025-06-10 13:32:08.466
1749562328664.0,SPECTRO_4112,,,,,0.198,0.198,512.0,25.0,3.0,25.0,126.0,1.0,1749562328664.0,2025-06-10 13:32:08.664
1749562328864.0,SPECTRO_4112,,,,,0.199,0.199,512.0,22.0,2.0,22.0,111.0,0.0,1749562328864.0,2025-06-10 13:32:08.864
1749562329067.0,SPECTRO_4112,,,,,0.203,0.203,512.0,21.0,3.0,21.0,103.0,0.0,1749562329067.0,2025-06-10 13:32:09.067
1749562329267.0,SPECTRO_4112,,,,,0.199,0.199,512.0,16.0,2.0,16.0,80.0,0.0,1749562329267.0,2025-06-10 13:32:09.267
1749562329464.0,SPECTRO_4112,,,,,0.196,0.196,512.0,20.0,2.0,20.0,102.0,1.0,1749562329464.0,2025-06-10 13:32:09.464
1749562329665.0,SPECTRO_4112,,,,,0.201,0.201,512.0,31.0,3.0,31.0,154.0,0.0,1749562329665.0,2025-06-10 13:32:09.665
1749562329866.0,SPECTRO_4112,,,,,0.2,0.2,512.0,19.0,1.0,19.0,95.0,0.0,1749562329866.0,2025-06-10 13:32:09.866
1749562330066.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,3.0,28.0,141.0,0.0,1749562330066.0,2025-06-10 13:32:10.066
1749562330268.0,SPECTRO_4112,,,,,0.202,0.202,512.0,23.0,3.0,23.0,114.0,3.0,1749562330268.0,2025-06-10 13:32:10.268
1749562330467.0,SPECTRO_4112,,,,,0.199,0.199,512.0,28.0,2.0,28.0,141.0,0.0,1749562330467.0,2025-06-10 13:32:10.467
1749562330667.0,SPECTRO_4112,,,,,0.199,0.199,512.0,20.0,2.0,20.0,101.0,1.0,1749562330667.0,2025-06-10 13:32:10.667
1749562330868.0,SPECTRO_4112,,,,,0.2,0.2,512.0,21.0,1.0,21.0,105.0,0.0,1749562330868.0,2025-06-10 13:32:10.868
1749562331069.0,SPECTRO_4112,,,,,0.202,0.202,512.0,22.0,2.0,22.0,109.0,0.0,1749562331069.0,2025-06-10 13:32:11.069
1749562331269.0,SPECTRO_4112,,,,,0.199,0.199,512.0,19.0,2.0,19.0,95.0,2.0,1749562331269.0,2025-06-10 13:32:11.269
1749562331469.0,SPECTRO_4112,,,,,0.2,0.2,512.0,36.0,3.0,36.0,180.0,0.0,1749562331469.0,2025-06-10 13:32:11.469
1749562331671.0,SPECTRO_4112,,,,,0.201,0.201,512.0,25.0,2.0,25.0,124.0,0.0,1749562331671.0,2025-06-10 13:32:11.671
1749562331868.0,SPECTRO_4112,,,,,0.196,0.196,512.0,19.0,2.0,19.0,97.0,2.0,1749562331868.0,2025-06-10 13:32:11.868
1749562332069.0,SPECTRO_4112,,,,,0.201,0.201,512.0,21.0,2.0,21.0,104.0,0.0,1749562332069.0,2025-06-10 13:32:12.069
1749562332269.0,SPECTRO_4112,,,,,0.199,0.199,512.0,23.0,2.0,23.0,116.0,0.0,1749562332269.0,2025-06-10 13:32:12.269
1749562332468.0,SPECTRO_4112,,,,,0.199,0.199,512.0,23.0,2.0,23.0,116.0,1.0,1749562332468.0,2025-06-10 13:32:12.468
1749562332668.0,SPECTRO_4112,,,,,0.2,0.2,512.0,24.0,2.0,24.0,120.0,1.0,1749562332668.0,2025-06-10 13:32:12.668
1749562332868.0,SPECTRO_4112,,,,,0.199,0.199,512.0,21.0,2.0,21.0,106.0,0.0,1749562332868.0,2025-06-10 13:32:12.868
1749562333069.0,SPECTRO_4112,,,,,0.2,0.2,512.0,22.0,1.0,22.0,110.0,0.0,1749562333069.0,2025-06-10 13:32:13.069
1749562333269.0,SPECTRO_4112,,,,,0.201,0.201,512.0,25.0,2.0,25.0,124.0,0.0,1749562333269.0,2025-06-10 13:32:13.269
1749562333468.0,SPECTRO_4112,,,,,0.197,0.197,512.0,17.0,2.0,17.0,86.0,0.0,1749562333468.0,2025-06-10 13:32:13.468
1749562333668.0,SPECTRO_4112,,,,,0.2,0.2,512.0,26.0,2.0,26.0,130.0,0.0,1749562333668.0,2025-06-10 13:32:13.668
1749562333869.0,SPECTRO_4112,,,,,0.2,0.2,512.0,29.0,3.0,29.0,145.0,0.0,1749562333869.0,2025-06-10 13:32:13.869
1749562334069.0,SPECTRO_4112,,,,,0.2,0.2,512.0,29.0,2.0,29.0,145.0,1.0,1749562334069.0,2025-06-10 13:32:14.069
1749562334270.0,SPECTRO_4112,,,,,0.201,0.201,512.0,28.0,3.0,28.0,139.0,1.0,1749562334270.0,2025-06-10 13:32:14.270
1749562334469.0,SPECTRO_4112,,,,,0.198,0.198,512.0,15.0,2.0,15.0,76.0,0.0,1749562334469.0,2025-06-10 13:32:14.469
1749562334669.0,SPECTRO_4112,,,,,0.201,0.201,512.0,27.0,2.0,27.0,134.0,0.0,1749562334669.0,2025-06-10 13:32:14.669
1749562334869.0,SPECTRO_4112,,,,,0.199,0.199,512.0,27.0,3.0,27.0,136.0,1.0,1749562334869.0,2025-06-10 13:32:14.869
1749562335069.0,SPECTRO_4112,,,,,0.199,0.199,512.0,25.0,2.0,25.0,126.0,0.0,1749562335069.0,2025-06-10 13:32:15.069
1749562335269.0,SPECTRO_4112,,,,,0.199,0.199,512.0,23.0,2.0,23.0,116.0,1.0,1749562335269.0,2025-06-10 13:32:15.269
1749562335470.0,SPECTRO_4112,,,,,0.201,0.201,512.0,22.0,3.0,22.0,109.0,0.0,1749562335470.0,2025-06-10 13:32:15.470
1749562335670.0,SPECTRO_4112,,,,,0.199,0.199,512.0,29.0,2.0,29.0,146.0,1.0,1749562335670.0,2025-06-10 13:32:15.670
1749562335870.0,SPECTRO_4112,,,,,0.2,0.2,512.0,33.0,2.0,33.0,165.0,1.0,1749562335870.0,2025-06-10 13:32:15.870
