timestamp,eID,objectVersion,classID,sensorConfig,sensorMeasures,K40,Realtime,sTh232,Q,sCs137,Livetime,A1,Countrate,Cosmics,Total,Th232,sU238,sK40,U238,Cs137,StabSpectrum,Dose,vT,datetime
1749562298231.0,STABSPECTRO_4112,,,,,216.258,0.597,53.161,0.489,38.271,0.597,0.694,111.0,1.0,75.0,26.164,66.519,389.392,7.825,4.237,"[0.597, 0.585, 0, 0, 0, 0, 0.533, 0.466, 0, 0, 0.58, 2.149, 0.27, 0.607, 1.533, 3.345, 2.364, 0.513, 4.656, 2.221, 4.172, 2.584, 0.562, 1.441, 2.437, 1.439, 2.759, 2.879, 0.679, 0.8, 0.078, 1.439, 1.439, 1.837, 2.879, 0.602, 0.722, 0.156, 0.843, 0.036, 1.439, 0.523, 1, 0, 1, 0.676, 0.44, 0.883, 0, 0, 0, 0, 0, 0, 0, 0, 0.517, 0.482, 1.398, 0.601, 0, 0, 0, 0, 0, 0, 0, 0, 0.803, 1.44, 0.756, 1, 0.565, 0.434, 0, 0.887, 0.112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354, 1.441, 0.203, 0, 0, 0, 0, 0, 0, 0.328, 0.671, 0, 0.652, 0.347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24, 0.759, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.499, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.023,1749562298231.0,2025-06-10 13:31:38.231
1749562298834.0,STABSPECTRO_4112,,,,,242.874,0.598,53.072,0.378,38.207,0.598,0.694,163.0,0.0,92.0,62.935,66.407,388.741,-7.605,11.123,"[0.597, 0.585, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3.337, 1.662, 3.047, 2.412, 3.392, 6.338, 6.223, 2.074, 2.878, 2.633, 1.124, 5.877, 1.439, 1.439, 2.759, 1.359, 0, 0, 1.078, 1.439, 0.481, 1.397, 0.602, 0, 0, 0.313, 1.686, 0.036, 1.916, 1.047, 0.356, 1.439, 0.439, 0.763, 1.116, 0.883, 0, 0, 0, 2.633, 1.366, 0, 0, 1, 0, 0, 1, 0.838, 0.161, 0, 0, 0.6, 0.44, 0.959, 0.921, 0.078, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1.301, 0.79, 0.908, 0.973, 0.026, 0, 0.296, 0.703, 0, 0.619, 0.501, 1.879, 0, 0, 0, 0.531, 1.468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.003, 0.996, 0, 1, 0, 0, 0.652, 0.347, 0, 0, 0, 0, 0, 0, 0.186, 0.813, 0, 0, 0, 0, 0, 0, 0.722, 0.277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.797, 0.202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.024,1749562298834.0,2025-06-10 13:31:38.834
1749562299431.0,STABSPECTRO_4112,,,,,224.681,0.599,52.983,0.44,38.143,0.599,0.694,116.0,1.0,63.0,41.934,66.297,388.092,-12.791,-8.146,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.168, 1.439, 3.486, 2.392, 0.513, 2.365, 1.439, 3.683, 4.928, 2.706, 1.439, 1.437, 0.441, 1.439, 1.759, 2.879, 1.48, 0, 0.078, 0.921, 1.915, 2.084, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0.796, 1.203, 0.676, 0.556, 1.767, 0.996, 0.003, 0, 0, 0.756, 0.243, 0.637, 0.362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.296, 0.703, 0, 0, 0, 0, 0, 0, 0.824, 0.175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.652, 0.347, 0, 0, 1.419, 0.58, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.28, 0.719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.874, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.018,1749562299431.0,2025-06-10 13:31:39.431
1749562300031.0,STABSPECTRO_4112,,,,,132.252,0.603,52.632,0.374,37.89,0.603,0.694,131.0,2.0,79.0,41.419,65.857,385.518,8.98,8.053,"[0.602, 0.585, 0, 0, 0, 0.094, 0.905, 0, 0.411, 1.439, 0.439, 0.709, 2.337, 2.27, 3.439, 1.439, 3.29, 1.587, 3.048, 3.074, 3.562, 2.195, 2.316, 0.442, 2.995, 0.88, 0.759, 2.879, 0.48, 0, 1, 0.518, 3.355, 0.523, 0.602, 2.277, 0.722, 2, 0, 1, 0, 1.832, 0.167, 0.796, 0.439, 0.763, 1, 0.556, 0.443, 2, 0, 0, 0, 1.197, 0.802, 0, 0, 0, 0, 0, 1, 0, 1.16, 0.839, 0, 0, 0, 0, 0, 1.243, 0.756, 0, 0, 0, 0, 0, 1.328, 0.671, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.939, 0, 0, 0.824, 0.175, 0.707, 0.292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.49, 1.442, 0.067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.021,1749562300031.0,2025-06-10 13:31:40.031
1749562300632.0,STABSPECTRO_4112,,,,,261.503,0.595,53.339,1.471,38.399,0.595,0.694,87.0,0.0,71.0,1.131,66.742,390.701,47.326,1.0,"[0.595, 0.585, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0.729, 3.27, 1.215, 2.972, 4.298, 1.439, 3.804, 2.074, 1.683, 2.195, 1.439, 0.877, 1, 0.441, 2.32, 0.238, 0, 0, 0, 0.157, 1.842, 0, 1, 0, 0, 1.434, 0.565, 0.596, 0.439, 1.439, 0.523, 1.712, 1.287, 0, 0, 0, 0, 0.996, 1.003, 0, 0.316, 0.683, 0, 0.637, 0.362, 0, 0, 0, 0, 0.279, 1.44, 0.28, 0, 1, 0, 0, 0, 0, 1, 0.684, 0.315, 0, 0, 0, 0, 0.328, 0.671, 1, 0, 0, 0, 0.973, 0.026, 0, 0.296, 0.703, 0, 0, 0, 0, 0, 0, 0.824, 0.175, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.679, 0.32, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.745, 0.254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.048, 0.951, 0, 0, 0, 0, 0, 0, 0, 1, 0.47, 0.529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.41, 0.589, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.023,1749562300632.0,2025-06-10 13:31:40.632
1749562301237.0,STABSPECTRO_4112,,,,,130.105,0.598,53.072,0.435,38.207,0.598,0.694,102.0,2.0,85.0,48.622,66.407,388.741,2.36,36.914,"[0.597, 0.585, 0, 0, 0.655, 0.344, 0.533, 1.439, 1.027, 0.85, 1.439, 2.168, 1.709, 2.047, 0.925, 4.317, 2.466, 5.264, 4.614, 1.683, 2.195, 1.562, 2.878, 0.875, 0.441, 0.558, 1, 0, 0, 1.277, 0.722, 0.518, 1.439, 2.235, 2.644, 0.439, 0.722, 0, 0, 1, 0, 0, 3, 1.592, 0.643, 0.763, 1, 0.556, 1.44, 1.003, 0, 0, 0, 0, 0.637, 0.362, 0.517, 0.482, 0.398, 1.44, 0.161, 0, 0.16, 0.839, 0, 0.481, 0.518, 1, 0, 1.243, 0.756, 1, 0, 0.006, 1.44, 0.553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28, 0.719, 0, 0, 0.048, 0.951, 0, 0, 0.817, 0.182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.682, 0.317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.49, 0.509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.274, 0.725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.026,1749562301237.0,2025-06-10 13:31:41.237
1749562301833.0,STABSPECTRO_4112,,,,,204.575,0.6,52.895,0.322,38.079,0.6,0.694,170.0,3.0,79.0,28.359,66.186,387.445,31.357,6.586,"[0.6, 0.585, 0, 0, 0, 0.094, 0.905, 0, 0, 0.85, 0.439, 2.897, 3.149, 2.878, 0.878, 2.878, 2.878, 2.878, 2.074, 0.195, 0.683, 2.562, 2.316, 1.442, 2.995, 0, 2, 0, 0.598, 3.04, 0.361, 0, 1.915, 1.084, 1.674, 1.325, 0, 2, 0, 0, 0.476, 0.523, 0.356, 1.439, 0.203, 0.676, 0.323, 0.556, 0.443, 2, 0, 0, 0, 1, 0, 0, 0, 0.958, 0.44, 1.44, 0.161, 0, 1.16, 1.44, 0.44, 0.959, 0, 0, 0, 0, 0, 0.124, 0.875, 1, 0, 0.887, 1.112, 0, 0.209, 0.79, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.383, 1.441, 1.175, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07, 0.929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.143, 0.856, 0, 0, 0.913, 1.086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",0.025,1749562301833.0,2025-06-10 13:31:41.833
1749562302434.0,STABSPECTRO_4112,,,,,490.435,0.599,52.983,0.812,38.143,0.599,0.694,110.0,0.0,80.0,22.482,66.297,388.092,-11.221,16.058,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 2.58, 2.878, 1.878, 2.27, 2.392, 0, 2.777, 3.587, 2.243, 4.635, 2.122, 1.878, 3.44, 3.315, 0.998, 0.88, 3.119, 1.519, 0.679, 2.078, 0.722, 1.036, 0.963, 0, 0.837, 1.716, 2.162, 0.282, 0, 0, 0.476, 0.523, 0, 0, 0, 1.352, 1.647, 0, 0.996, 0.003, 0, 1.316, 0.683, 0, 0.637, 0.362, 0.517, 0.482, 1, 0, 0, 0, 0.16, 0.839, 0, 0.481, 0.518, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.209, 0.79, 0, 0, 1.946, 0.053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03, 0.969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.47, 0.529, 0, 0, 0.24, 1.442, 1.317, 0, 0, 0, 0.895, 0.104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.823, 0.176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.023,1749562302434.0,2025-06-10 13:31:42.434
1749562303035.0,STABSPECTRO_4112,,,,,166.772,0.599,52.983,0.436,38.143,0.599,0.694,109.0,0.0,64.0,35.721,66.297,388.092,6.117,-6.886,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1.459, 3.392, 2.878, 2.074, 1.926, 2.951, 1.684, 3.194, 1.442, 3.436, 1.439, 1.439, 1.439, 2.24, 0.638, 0.439, 1.439, 0.481, 1.397, 0.602, 2, 0.717, 2.282, 0, 0, 0, 0.916, 0.439, 0.643, 1, 0.676, 0.44, 1.44, 0.443, 0, 0.876, 0.123, 0.756, 0.243, 0, 0, 0.517, 0.482, 0, 0.838, 0.161, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.444, 0.555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.797, 0.202, 0, 0.125, 0.874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.935, 0.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.384, 0.615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018,1749562303035.0,2025-06-10 13:31:43.035
1749562303636.0,STABSPECTRO_4112,,,,,146.907,0.6,52.895,0.716,38.079,0.6,0.694,144.0,1.0,67.0,52.372,66.186,387.445,-32.78,9.868,"[0.6, 0.585, 0, 0, 0, 0, 0, 0, 1, 0.85, 2.439, 2.168, 1.709, 1.439, 2.486, 2.878, 2.878, 2.878, 2.074, 2.926, 2.951, 0.316, 1.124, 0.878, 2.437, 1.439, 1.119, 0, 1, 0.638, 1.439, 0.921, 0.957, 0.439, 0.602, 2.277, 0.722, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0.556, 0.443, 2.436, 0.563, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.243, 0.756, 0.124, 0.875, 0, 0.446, 0.553, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.942, 0.057, 0, 0, 0, 0, 0.589, 0.41, 0, 0, 0.354, 0.645, 0, 0, 0, 0, 0.006, 1.993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.512, 0.487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.817, 0.182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.506, 0.493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.018,1749562303636.0,2025-06-10 13:31:43.636
1749562304236.0,STABSPECTRO_4112,,,,,57.629,0.6,52.901,0.372,38.089,0.6,0.694,151.0,1.0,93.0,102.942,66.222,387.588,-7.53,11.047,"[0.6, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.729, 1.607, 2.878, 2.784, 0.972, 2.878, 2.973, 6.392, 3.026, 2.805, 1.073, 3.687, 2.189, 1.323, 5.199, 1.477, 0, 0, 0.638, 0.518, 1.842, 0, 1, 0.837, 1.439, 0.722, 0, 0.596, 1.403, 1.429, 1.57, 2.356, 1.439, 3.203, 0.676, 0.323, 0.556, 2.436, 0.88, 1.126, 0.316, 0.683, 2, 0, 0.155, 1.844, 1.916, 0.083, 0.838, 1.161, 0, 0, 0, 0.04, 0.959, 0, 1, 0, 0, 0, 0, 0.565, 1.434, 0, 0.887, 0.112, 0.769, 0.23, 0, 0, 0, 0, 0, 0, 0, 0.737, 0.262, 0, 0, 0, 0.942, 0.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.861, 0.441, 0.696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.797, 0.202, 0, 0, 0, 0, 0, 0.895, 0.104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.297, 0.702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.17, 0.829, 0, 0, 0.951, 0.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.029,1749562304236.0,2025-06-10 13:31:44.236
1749562304836.0,STABSPECTRO_4112,,,,,206.47,0.598,53.072,0.71,38.207,0.598,0.694,131.0,5.0,78.0,7.691,66.407,388.741,21.164,31.074,"[0.597, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 0.29, 0.709, 0.168, 0.831, 2.094, 2.392, 3.29, 4.318, 2.709, 1.439, 2.122, 1.756, 1.439, 2.439, 2.321, 1.676, 0.64, 2.119, 0.439, 2.078, 0.879, 2.361, 0.481, 2.397, 0.602, 0, 1.434, 0.565, 1.79, 1.209, 0, 0, 0.356, 0.643, 0, 0, 0.116, 0.883, 0, 0.436, 0.563, 0, 0, 0, 0, 0.077, 1.44, 1.44, 0.041, 0.838, 0.161, 0, 0.32, 1.679, 0.04, 0.959, 0.921, 0.078, 0, 1, 0, 0.124, 1.44, 0.434, 0, 0, 0, 0, 1, 1.301, 0.698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.796, 0.441, 0.762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.24, 0.759, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.524, 0.475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.843, 0.156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.951, 0.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]",0.032,1749562304836.0,2025-06-10 13:31:44.836
