timestamp,eID,objectVersion,classID,sensorConfig,sensorMeasures,K40,Realtime,sTh232,Q,sCs137,Livetime,A1,Countrate,Cosmics,Total,Th232,sU238,sK40,U238,Cs137,StabSpectrum,Dose,vT,datetime
1749562356492.0,STABSPECTRO_4112,,,,,155.924,0.599,52.983,0.424,38.143,0.599,0.694,119.0,2.0,81.0,52.647,66.297,388.092,7.496,-7.203,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 1, 0, 1, 1.215, 0.831, 3.384, 3.493, 3.439, 3.048, 2.074, 4.245, 3.267, 2.248, 2.753, 1.88, 2.879, 2.238, 0.759, 1.24, 1.916, 1.161, 0.921, 0.957, 0.042, 0, 0.277, 0.722, 0, 0.596, 1.403, 0, 0, 1.356, 0.643, 0.236, 0.763, 0, 0, 0.996, 0.44, 0.563, 0.316, 0.683, 0.197, 3.352, 1.45, 0, 0, 0, 0, 0.279, 1.44, 0.28, 0, 0, 0, 0.921, 0.078, 0, 0, 0, 0, 0, 2, 0.893, 1.993, 0.112, 0, 0, 0, 0, 0.532, 0.467, 0, 0, 0, 0, 0, 0, 1.06, 0.939, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28, 0.719, 0, 0, 0, 0.49, 0.509, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.024,1749562356492.0,2025-06-10 13:32:36.492
1749562357090.0,STABSPECTRO_4112,,,,,227.642,0.598,53.072,0.637,38.207,0.598,0.694,121.0,0.0,65.0,24.267,66.407,388.741,-1.658,36.281,"[0.597, 0.585, 0, 0, 0, 0, 0, 0, 0, 0.85, 1.729, 1.419, 0, 1.215, 1.831, 1.925, 2.878, 1.878, 1.269, 2.243, 1.439, 2.562, 2.316, 1.439, 1.439, 0.558, 2.96, 3.559, 0.48, 0.638, 0.361, 0.518, 0.481, 1, 0.837, 0.162, 0.717, 0.282, 0, 0.036, 1.439, 0.523, 0, 2.388, 0.611, 0, 0, 0, 0, 1, 0, 0, 0.756, 0.243, 0, 0, 0.517, 0.482, 2, 0, 0, 0, 0.16, 0.839, 0.04, 1.44, 0.518, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.209, 0.79, 1, 0, 0, 1, 0, 0, 0, 0, 0.619, 0.38, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.328, 0.671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.932, 0.067, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.797, 0.202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.942, 0.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.823, 0.176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02,1749562357090.0,2025-06-10 13:32:37.090
1749562357694.0,STABSPECTRO_4112,,,,,457.879,0.602,52.719,0.36,37.953,0.602,0.694,118.0,1.0,75.0,-6.212,65.966,386.158,50.834,-3.833,"[0.601, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 2, 0, 2.337, 2.27, 3.486, 2.878, 1.027, 0, 0.804, 3.683, 2.195, 0.562, 2.878, 3.875, 0.441, 0.558, 0.32, 1.439, 0.24, 0.638, 1.361, 1.036, 0.963, 2.795, 2.042, 1.439, 1.439, 0.282, 0, 0, 0.476, 1.439, 0.083, 0, 1.472, 1.527, 1, 0, 0, 0, 0, 0, 1.513, 0.486, 0, 0, 0, 0, 0.398, 1.44, 0.161, 0.719, 1.28, 0, 0.04, 0.959, 0, 0, 0, 0, 0, 1, 0, 0, 0.446, 1.44, 0.112, 0, 0, 0, 0.091, 0.908, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.824, 0.175, 0, 0, 0, 0, 0.944, 1.055, 0, 0, 0, 0, 0, 0, 0, 0.444, 0.555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.259, 0.74, 1.143, 0.856, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0.895, 0.104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.081, 0.918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.024,1749562357694.0,2025-06-10 13:32:37.694
1749562358290.0,STABSPECTRO_4112,,,,,150.411,0.6,52.895,1.253,38.079,0.6,0.694,97.0,1.0,70.0,-11.546,66.186,387.445,51.105,14.718,"[0.6, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 1.29, 0.709, 0, 0.607, 2.392, 0, 2.777, 3.222, 0.804, 4.17, 4.391, 0.878, 2.316, 2.439, 1.88, 2.879, 2.238, 0, 0, 0, 1.078, 0.921, 0, 3, 0, 1.277, 0.722, 1.313, 1.686, 1.036, 0.963, 0, 1, 0, 0, 0, 1, 0.556, 0.443, 0, 0, 0, 0, 0, 0, 0, 0.517, 0.482, 0.797, 2.041, 0.161, 0, 0, 0.6, 1.399, 0.481, 0.518, 0, 0, 0, 0, 0.124, 0.875, 0, 0, 0, 0, 0, 0, 0.65, 0.349, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03, 0.969, 0.913, 0.086, 0, 0.237, 0.762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.745, 0.254, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.797, 0.202, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.167, 0.832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0.729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",0.024,1749562358290.0,2025-06-10 13:32:38.290
1749562358890.0,STABSPECTRO_4112,,,,,39.973,0.594,53.429,0.705,38.464,0.594,0.694,138.0,3.0,92.0,21.929,66.855,391.359,57.833,1.769,"[0.593, 0.585, 0, 0, 0, 0, 0, 0, 1, 2.552, 0.447, 0, 2, 0.607, 3.392, 0, 2.777, 3.952, 2.074, 3.683, 3.562, 3.318, 3.194, 1.439, 2.321, 1.676, 1.32, 2.199, 1.679, 0.8, 1.157, 2.879, 1.921, 1.042, 0, 1, 0, 1.156, 0.843, 0, 0.476, 1.439, 1.083, 0.796, 1.203, 0, 0, 0.556, 0.443, 0, 0, 0.316, 0.683, 2, 0, 0, 0, 0, 1, 0.838, 0.44, 0.72, 1, 0.6, 0.399, 0, 0, 0.362, 0.637, 1, 0, 0, 0, 0.006, 0.993, 0, 1, 0.769, 0.23, 0.65, 1.349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.824, 1.175, 0, 1, 0, 0.03, 0.969, 0, 0, 0, 0, 0, 0, 0, 0, 0.444, 0.555, 0, 0.769, 0.23, 0, 0, 0, 0, 1.419, 0.58, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.322, 0.677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.274, 0.725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",0.032,1749562358890.0,2025-06-10 13:32:38.890
1749562359490.0,STABSPECTRO_4112,,,,,461.358,0.599,52.983,0.288,38.143,0.599,0.694,135.0,0.0,81.0,44.445,66.297,388.092,-17.859,6.865,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 0.29, 0.709, 0.337, 2.878, 1.831, 2.412, 4.317, 5.683, 4.148, 2.878, 3.562, 4.318, 3.194, 0.437, 0, 0.88, 1.439, 1.439, 0.439, 0.8, 1, 0.518, 2.397, 1.084, 1.674, 1.325, 0.717, 1.439, 0.843, 0, 0, 0.916, 0.083, 0, 1, 0.676, 2.323, 0, 0.996, 1.44, 0.563, 0, 0, 1, 0.637, 0.44, 0.922, 0, 0.398, 0.601, 0, 0, 0.16, 0.839, 0, 0, 0.921, 0.078, 0, 0, 0, 0, 0, 0.006, 0.993, 0, 0, 0, 1, 0, 0, 0, 0, 0.414, 0.585, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.265, 0.734, 0.148, 0.851, 0, 0, 0, 0.354, 0.645, 0, 0, 0, 0.561, 0.438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.745, 0.254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.48, 1.519, 0, 0.567, 0.432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02,1749562359490.0,2025-06-10 13:32:39.490
1749562360090.0,STABSPECTRO_4112,,,,,278.626,0.599,52.983,1.011,38.143,0.599,0.694,125.0,0.0,77.0,-20.202,66.297,388.092,40.21,22.511,"[0.598, 0.585, 0, 0, 0, 1, 0, 0, 1.823, 4.58, 4.596, 0.729, 1.439, 1.439, 2.392, 1.459, 3.392, 4.148, 3.217, 3.026, 3.488, 1.267, 1.124, 3.875, 0, 1.761, 2.238, 0, 2, 0.638, 1.439, 1.957, 1.921, 0.042, 0, 0, 0, 0.156, 1.439, 0.439, 0.963, 0, 0.356, 0.643, 0, 0, 0, 0.556, 0.443, 0, 0.876, 0.123, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0.719, 0.6, 1.679, 0, 0.481, 0.518, 0, 0, 0.243, 0.756, 0.124, 0.875, 0, 0, 0.887, 0.112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.383, 0.616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.512, 0.487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.47, 1.442, 0.086, 0, 0, 0.682, 0.317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.935, 0.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018,1749562360090.0,2025-06-10 13:32:40.090
1749562360690.0,STABSPECTRO_4112,,,,,397.747,0.599,52.983,1.003,38.143,0.599,0.694,115.0,3.0,67.0,-17.073,66.297,388.092,23.651,13.229,"[0.598, 0.585, 0, 0, 0, 0, 0, 0.972, 0.027, 0, 2, 1.458, 1.709, 2.654, 2.223, 1.439, 0.513, 2, 0.804, 1.439, 2.122, 1.001, 2.632, 1.003, 1.996, 1.761, 1.558, 1.439, 1.439, 0.8, 3, 0.518, 1.439, 1.042, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.556, 0.443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.398, 0.601, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.532, 0.467, 1, 0, 0, 0, 0, 0.619, 0.38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.886, 0.441, 0.671, 0, 0.652, 0.347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.47, 0.529, 0, 0, 0.24, 0.759, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.879, 0.12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.498, 0.501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.934, 0.065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",0.029,1749562360690.0,2025-06-10 13:32:40.690
1749562361290.0,STABSPECTRO_4112,,,,,378.682,0.599,52.983,0.353,38.143,0.599,0.694,90.0,0.0,62.0,-23.847,66.297,388.092,44.12,-4.131,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 1.411, 0.588, 1, 0, 1.168, 2.047, 4.925, 3.831, 2.878, 2.878, 3.683, 1.586, 0.683, 1.439, 0.877, 1.006, 3.993, 0, 0, 0, 0, 0.638, 0.518, 2.361, 1.439, 0.439, 1.439, 2.439, 0.722, 0, 0, 0, 0, 0, 0.356, 0.643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.197, 1.44, 0.362, 0, 0, 0.398, 1.44, 0.161, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.887, 0.112, 0, 0, 0, 0.091, 0.908, 0, 0.414, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.303, 0.696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.49, 0.509, 0, 0, 0, 0, 0, 0, 0, 0, 0.913, 0.442, 0.644, 0, 0, 1.125, 0.874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.615, 0.384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.017,1749562361290.0,2025-06-10 13:32:41.290
1749562361891.0,STABSPECTRO_4112,,,,,-75.463,0.6,52.895,0.432,38.079,0.6,0.694,120.0,1.0,77.0,15.432,66.186,387.445,73.479,15.81,"[0.6, 0.585, 0, 0, 0, 0, 0, 0, 1, 0.85, 0.439, 0.709, 2.168, 0.831, 2, 1.945, 2.98, 4.804, 2.878, 0.391, 1.366, 4.878, 2.316, 1.439, 1.88, 1.117, 0, 0.759, 2.638, 2.879, 0.8, 0.921, 0.957, 0.439, 0.602, 0, 0.717, 0.282, 0, 0, 0.476, 0.523, 0, 1.592, 0.407, 0, 1.116, 0.883, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1.797, 1.202, 1.279, 1.44, 0.44, 0.839, 0, 0, 0, 0.362, 1.44, 0.44, 2.124, 1.631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.532, 0.467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.707, 1.441, 0.851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.211, 0.788, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.297, 0.702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.268, 0.731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.022,1749562361891.0,2025-06-10 13:32:41.891
1749562362491.0,STABSPECTRO_4112,,,,,252.706,0.599,52.983,0.424,38.143,0.599,0.694,100.0,0.0,67.0,66.184,66.297,388.092,-31.038,18.723,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 0.411, 0.588, 0, 0, 1.168, 1.439, 1.627, 5.251, 1.439, 0.074, 0, 2, 0.683, 1.562, 2.316, 0.442, 3.436, 1.439, 0.759, 2.119, 0.439, 0.8, 2.078, 0.921, 1.915, 0.084, 0.837, 1.439, 0.722, 2, 0, 1, 0, 0.916, 0.439, 0.643, 1, 0.676, 0.323, 0, 0, 3.436, 0.563, 2, 0, 0, 0, 0.077, 0.922, 0, 0.398, 0.601, 0, 0, 1, 0, 0.04, 1.44, 0.518, 0, 0, 0, 0, 0, 0, 0, 0, 0.887, 0.112, 0, 0, 0, 0, 0, 0, 0, 0.855, 0.144, 0, 0, 0, 0.06, 1.441, 0.498, 1, 0, 0, 0.707, 0.292, 0, 0, 0, 0, 0.354, 0.645, 0, 0, 0, 0.561, 0.438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.374, 0.625, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0.452, 0.547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02,1749562362491.0,2025-06-10 13:32:42.491
1749562363091.0,STABSPECTRO_4112,,,,,85.724,0.599,52.983,0.618,38.143,0.599,0.694,115.0,1.0,66.0,14.256,66.297,388.092,4.699,16.332,"[0.598, 0.585, 0, 0, 0, 0, 0, 0, 1.411, 1.439, 1.149, 0.729, 1.439, 0.831, 1, 0.972, 3.804, 4.318, 1.904, 0, 1.366, 2.878, 2.878, 4.877, 1.88, 2.879, 1.238, 0.759, 1.24, 0, 1.157, 1.842, 0, 0, 0.837, 0.439, 0.722, 2, 0.596, 0.476, 1.926, 0, 0, 0, 0, 0, 1, 0, 0, 0.436, 0.563, 0, 0.756, 0.243, 0, 1, 0, 0, 0, 0.838, 0.161, 0, 0, 0.6, 0.399, 0, 0, 0, 0.803, 1.196, 0, 0.124, 0.875, 0, 0, 0.887, 0.112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.913, 0.086, 0, 0, 0.679, 0.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.567, 0.432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.524, 0.475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.948, 0.051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.273, 0.726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.018,1749562363091.0,2025-06-10 13:32:43.091
