20250611_090415_MWALK_#0122
Field-Nr.: 1
Date: 11.06.2025
Time: 09:04:44
MagWalk: 000122
Samples: 6753
###---Probe---###
Probe Firmware: 00.00-00/00
Median Probe Temperature: +20.9 [degC]
SampleFrequence: 250 [Hz]
Digital Probe Voltage: +3.64 [V]
Anlog Probe (positiv) Voltage: +12.11 [V]
Anlog Probe (negativ) Voltage: -12.13 [V]
###---DataLogger---###
DataLogger Firmware 04.00-02/00
Input Voltage: +11.96 [V]
Median Temperature: +24.0 [degC]
###---GPS---###
GGA Information
GPS enabeld
GGA Quality: 0 = invalid 1 = GPS fix (SPS); 2 = DGPS fix; 3 = PPS fix; 4 = Real Time Kinematic; 5 = Float RTK; 6 = estimated (dead reckoning) (2.3 feature); 7 = Manual input mode; 8 = Simulation mode

Timestamp [ms]; B1x [nT]; B1y [nT]; B1z [nT]; B2x [nT]; B2y [nT]; B2z [nT]; AccX [g]; AccY [g]; AccZ [g]; Temp [Deg]; Latitude [Decimal Degrees]; Longitude [Decimal Degrees]; Altitude [m]; Satellites; Quality; GPSTime; GPSDate; GPSTime [hh:mm:ss.sss];
7452;14778.66;-7831.77;49669.56;14286.86;-6927.86;50030.44;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7456;14777.41;-7830.47;49669.39;14286.62;-6926.22;50032.43;0.041;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7460;14778.12;-7830.61;49669.09;14287.21;-6927.01;50031.24;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7464;14778.51;-7831.06;49668.02;14288.72;-6926.32;50031.39;0.041;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7468;14782.20;-7831.88;49668.31;14290.73;-6926.94;50031.57;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7472;14783.26;-7831.72;49667.58;14293.47;-6926.51;50030.02;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7476;14786.42;-7830.81;49667.64;14295.84;-6926.06;50028.58;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7480;14788.85;-7831.73;49666.69;14299.40;-6927.60;50027.82;0.041;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7484;14792.02;-7831.11;49665.93;14301.78;-6925.74;50028.76;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7488;14794.03;-7832.27;49665.40;14302.41;-6927.18;50025.58;0.041;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7492;14794.93;-7831.05;49664.02;14304.14;-6926.09;50027.28;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7496;14797.03;-7832.34;49664.11;14306.48;-6927.75;50026.08;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7500;14798.39;-7831.40;49664.47;14307.52;-6926.90;50025.80;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7504;14799.33;-7831.36;49663.01;14308.22;-6927.28;50025.79;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7508;14800.53;-7831.31;49663.19;14309.89;-6927.68;50024.82;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7512;14802.46;-7831.22;49662.73;14311.17;-6926.78;50025.35;0.043;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7516;14803.25;-7832.62;49662.21;14313.38;-6927.39;50022.66;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7520;14806.01;-7830.72;49661.28;14317.85;-6926.36;50024.01;0.044;0.043;1.012;0.0;0;0;0;0;0;0;0;0;
7524;14809.58;-7831.66;49660.85;14320.20;-6927.55;50021.92;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7528;14812.88;-7830.74;49658.50;14322.89;-6926.59;50021.84;0.046;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7532;14816.10;-7831.34;49658.85;14326.16;-6927.04;50021.71;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7536;14819.20;-7831.09;49658.21;14329.42;-6927.18;50020.21;0.048;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7540;14821.45;-7830.73;49656.38;14332.01;-6926.59;50018.63;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7544;14823.83;-7831.91;49655.83;14334.18;-6926.76;50018.19;0.050;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7548;14827.89;-7829.97;49654.82;14337.09;-6926.19;50017.13;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7552;14827.97;-7831.63;49654.07;14338.33;-6928.28;50016.09;0.053;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7556;14829.79;-7830.56;49654.07;14339.67;-6927.49;50016.06;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7560;14830.75;-7832.24;49654.13;14340.27;-6927.08;50015.96;0.054;0.048;1.012;0.0;0;0;0;0;0;0;0;0;
7564;14830.68;-7831.26;49653.47;14340.59;-6926.58;50016.50;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7568;14830.22;-7832.04;49652.92;14340.94;-6927.47;50015.95;0.055;0.049;1.012;0.0;0;0;0;0;0;0;0;0;
7572;14831.40;-7831.44;49653.82;14339.52;-6927.86;50015.74;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7576;14830.57;-7831.34;49654.28;14339.82;-6927.49;50016.43;0.056;0.048;1.012;0.0;0;0;0;0;0;0;0;0;
7580;14828.51;-7832.84;49654.05;14337.87;-6927.58;50016.57;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7584;14827.41;-7831.22;49655.07;14337.05;-6926.52;50017.92;0.056;0.048;1.012;0.0;0;0;0;0;0;0;0;0;
7588;14826.47;-7832.09;49655.62;14336.02;-6928.49;50017.23;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7592;14823.92;-7832.43;49655.12;14333.13;-6927.81;50018.34;0.055;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7596;14822.35;-7833.04;49656.90;14330.62;-6928.20;50019.93;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7600;14819.61;-7832.33;49656.44;14328.85;-6927.69;50019.86;0.054;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7604;14817.25;-7832.56;49657.77;14325.79;-6928.22;50020.67;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7608;14813.17;-7832.54;49658.85;14321.46;-6928.81;50021.81;0.052;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7612;14810.01;-7832.27;49660.03;14316.90;-6927.15;50024.18;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7616;14803.84;-7832.65;49662.60;14312.70;-6928.21;50024.19;0.051;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7620;14798.94;-7832.01;49662.19;14307.95;-6928.00;50027.32;0.000;0.000;0.000;0.0;63.7924365;9.3761443;11.6;12;2;90426.6;2025/06/11;09:04:26.602;
7624;14792.48;-7832.94;49665.50;14301.12;-6928.03;50027.55;0.050;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7628;14787.12;-7831.43;49666.29;14294.32;-6927.19;50029.77;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7632;14779.04;-7832.04;49669.05;14287.89;-6927.85;50032.92;0.049;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7636;14772.14;-7832.76;49671.30;14280.69;-6927.35;50032.89;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7640;14766.27;-7832.50;49671.22;14274.41;-6927.23;50036.07;0.048;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7644;14759.27;-7833.09;49674.14;14267.75;-6927.00;50036.97;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7648;14755.40;-7831.93;49675.77;14261.52;-6926.97;50038.24;0.047;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7652;14749.01;-7833.45;49678.52;14256.17;-6927.25;50039.80;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7656;14745.87;-7831.04;49679.19;14252.99;-6926.62;50041.04;0.045;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
7660;14741.18;-7832.12;49681.23;14249.53;-6927.50;50042.36;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7664;14738.67;-7830.30;49681.61;14247.54;-6925.61;50042.43;0.044;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7668;14738.25;-7830.87;49681.69;14247.19;-6926.33;50042.40;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7672;14739.14;-7830.80;49681.03;14247.31;-6924.76;50042.51;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7676;14740.93;-7830.75;49682.00;14249.72;-6924.98;50042.67;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7680;14742.09;-7830.76;49680.50;14251.42;-6925.24;50042.10;0.041;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7684;14747.12;-7829.66;49679.66;14256.10;-6924.35;50040.62;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7688;14751.07;-7829.65;49677.63;14259.76;-6924.81;50038.68;0.040;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7692;14755.26;-7829.00;49675.82;14264.61;-6923.52;50038.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7696;14759.21;-7829.25;49675.67;14270.47;-6924.05;50036.93;0.040;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7700;14765.92;-7829.01;49674.32;14275.51;-6924.83;50035.23;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7704;14771.60;-7828.70;49671.58;14281.96;-6924.32;50033.87;0.040;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7708;14776.68;-7829.04;49670.45;14286.70;-6923.98;50032.96;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7712;14782.44;-7828.83;49668.86;14293.89;-6924.94;50031.56;0.040;0.044;1.012;0.0;0;0;0;0;0;0;0;0;
7716;14789.25;-7828.79;49666.54;14300.00;-6925.76;50028.53;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7720;14797.28;-7828.93;49664.73;14308.58;-6925.24;50026.78;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7724;14805.70;-7830.08;49661.41;14316.85;-6926.43;50024.01;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7728;14815.25;-7830.33;49657.47;14326.54;-6926.02;50020.95;0.040;0.045;1.010;0.0;0;0;0;0;0;0;0;0;
7732;14827.40;-7831.48;49655.28;14338.38;-6927.00;50016.91;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7736;14837.45;-7830.79;49652.26;14349.01;-6926.01;50014.96;0.039;0.046;1.002;0.0;0;0;0;0;0;0;0;0;
7740;14849.65;-7831.95;49648.59;14360.96;-6928.84;50010.89;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7744;14861.35;-7831.67;49644.47;14373.55;-6928.21;50006.90;0.037;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
7748;14874.53;-7833.62;49640.58;14386.55;-6928.46;50003.46;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7752;14886.22;-7832.92;49637.65;14397.61;-6929.46;49999.59;0.036;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
7756;14897.99;-7833.29;49633.10;14409.11;-6929.38;49995.98;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7760;14909.76;-7833.99;49629.35;14420.97;-6931.76;49992.47;0.034;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
7764;14921.00;-7834.15;49625.62;14431.62;-6931.63;49988.87;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7768;14931.85;-7835.33;49622.89;14442.80;-6932.96;49985.36;0.033;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
7772;14940.47;-7835.06;49619.27;14451.88;-6932.21;49982.21;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7776;14951.71;-7837.49;49617.30;14462.35;-6933.10;49979.38;0.032;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
7780;14959.15;-7837.72;49615.20;14470.25;-6933.88;49977.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7784;14966.49;-7837.77;49612.59;14476.05;-6934.08;49974.59;0.031;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
7788;14970.90;-7839.45;49611.03;14480.10;-6935.09;49974.05;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7792;14974.05;-7838.45;49610.73;14483.22;-6935.41;49974.59;0.031;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
7796;14972.69;-7839.20;49609.73;14482.99;-6936.41;49974.75;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7800;14970.78;-7839.55;49610.03;14480.63;-6936.01;49975.37;0.032;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
7804;14967.02;-7839.47;49612.05;14475.37;-6936.19;49976.39;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7808;14959.67;-7839.08;49613.79;14469.22;-6935.48;49979.05;0.032;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
7812;14953.43;-7839.33;49617.06;14461.15;-6935.85;49980.50;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7816;14942.08;-7838.26;49619.63;14451.42;-6934.08;49982.28;0.033;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
7820;14934.89;-7838.09;49622.19;14442.07;-6934.34;49986.50;0.000;0.000;0.000;0.0;63.7924365;9.3761443;11.5;12;2;90426.8;2025/06/11;09:04:26.797;
7824;14921.92;-7836.67;49626.27;14431.57;-6932.86;49988.10;0.034;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
7828;14912.54;-7836.36;49628.36;14420.43;-6931.73;49993.50;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7832;14900.38;-7835.74;49632.98;14409.40;-6932.30;49994.99;0.035;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
7836;14888.94;-7835.40;49634.48;14397.44;-6930.56;49999.48;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7840;14876.93;-7834.34;49640.03;14385.27;-6931.48;50002.18;0.037;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
7844;14862.77;-7834.29;49642.82;14372.32;-6928.78;50006.73;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7848;14849.26;-7833.88;49648.91;14359.33;-6929.55;50011.56;0.037;0.045;1.004;0.0;0;0;0;0;0;0;0;0;
7852;14835.20;-7833.59;49653.32;14343.57;-6929.80;50014.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7856;14820.57;-7833.30;49657.61;14329.91;-6927.53;50018.56;0.037;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7860;14804.75;-7832.37;49661.56;14314.30;-6928.07;50022.80;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7864;14790.02;-7830.31;49664.97;14298.48;-6925.41;50028.60;0.037;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7868;14774.82;-7830.84;49671.26;14283.18;-6927.21;50032.39;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7872;14758.67;-7830.19;49674.46;14268.34;-6925.63;50037.11;0.037;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7876;14743.85;-7830.18;49680.57;14253.06;-6924.70;50041.91;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7880;14727.68;-7828.64;49683.99;14237.48;-6923.89;50047.60;0.038;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7884;14714.64;-7827.61;49689.05;14223.36;-6923.70;50050.77;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7888;14700.76;-7827.98;49692.95;14210.04;-6922.42;50054.27;0.039;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7892;14689.38;-7827.33;49695.90;14197.23;-6922.79;50058.51;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7896;14677.17;-7827.93;49700.48;14186.34;-6922.89;50060.59;0.040;0.046;1.004;0.0;0;0;0;0;0;0;0;0;
7900;14667.80;-7826.04;49701.80;14177.00;-6922.07;50064.50;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7904;14660.39;-7826.86;49705.65;14170.00;-6921.78;50064.64;0.042;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
7908;14656.64;-7825.18;49705.50;14164.70;-6920.66;50068.04;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7912;14652.77;-7827.59;49707.31;14160.76;-6920.76;50068.94;0.043;0.046;1.004;0.0;0;0;0;0;0;0;0;0;
7916;14651.49;-7825.34;49708.23;14161.32;-6919.94;50069.30;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7920;14652.98;-7824.97;49708.41;14162.84;-6920.80;50068.30;0.044;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7924;14655.38;-7824.89;49706.48;14165.04;-6919.98;50066.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7928;14659.78;-7824.50;49704.57;14170.59;-6919.79;50066.30;0.044;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7932;14666.08;-7826.71;49703.48;14176.16;-6920.61;50062.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7936;14673.47;-7825.61;49700.56;14182.36;-6921.04;50062.93;0.045;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7940;14681.35;-7827.96;49698.73;14191.56;-6922.83;50060.31;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7944;14690.08;-7826.02;49695.72;14200.53;-6921.01;50058.57;0.045;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7948;14701.62;-7826.90;49692.71;14211.91;-6922.18;50053.61;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7952;14711.71;-7827.58;49689.36;14222.71;-6923.41;50050.13;0.044;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7956;14726.11;-7826.90;49685.30;14235.83;-6922.40;50047.44;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7960;14738.28;-7828.33;49681.50;14249.37;-6923.96;50042.26;0.045;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
7964;14750.80;-7826.50;49677.91;14262.49;-6923.50;50038.35;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7968;14765.68;-7829.20;49674.42;14276.02;-6924.16;50033.60;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7972;14779.41;-7827.69;49669.00;14290.05;-6924.20;50031.19;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7976;14792.86;-7828.81;49665.00;14302.22;-6925.70;50026.39;0.047;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7980;14808.19;-7829.61;49660.68;14317.07;-6925.06;50021.64;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7984;14821.64;-7831.54;49656.29;14332.19;-6927.16;50018.49;0.048;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7988;14837.58;-7831.98;49651.16;14347.56;-6928.88;50013.72;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
7992;14854.68;-7832.84;49645.06;14364.12;-6927.90;50010.43;0.050;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
7996;14869.81;-7834.02;49641.45;14379.81;-6929.57;50004.33;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8000;14886.92;-7833.88;49635.34;14396.56;-6929.46;49999.49;0.051;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
8004;14902.29;-7835.76;49632.14;14412.12;-6932.30;49993.79;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8008;14919.67;-7835.27;49626.02;14428.59;-6931.65;49989.53;0.052;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
8012;14934.83;-7837.29;49622.81;14443.61;-6933.97;49985.33;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8016;14948.93;-7838.42;49616.87;14457.67;-6934.24;49980.20;0.053;0.048;1.012;0.0;0;0;0;0;0;0;0;0;
8020;14962.16;-7837.81;49614.42;14472.41;-6934.64;49977.21;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8024;14973.24;-7839.19;49611.35;14481.02;-6935.37;49973.35;0.052;0.047;1.012;0.0;63.7924363;9.3761445;11.5;12;2;90427.0;2025/06/11;09:04:27.000;
8028;14982.35;-7839.47;49605.80;14491.29;-6935.34;49971.64;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8032;14988.75;-7840.65;49606.07;14497.01;-6936.48;49968.54;0.052;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
8036;14993.51;-7840.37;49603.97;14501.31;-6936.26;49968.38;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8040;14994.52;-7841.35;49603.60;14503.00;-6937.72;49967.52;0.050;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
8044;14994.11;-7839.73;49602.95;14501.26;-6936.94;49968.22;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8048;14991.87;-7841.33;49603.40;14499.70;-6937.44;49968.20;0.049;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
8052;14988.41;-7841.51;49604.68;14497.18;-6936.24;49969.91;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8056;14984.12;-7840.52;49605.05;14493.24;-6937.54;49971.63;0.047;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
8060;14980.71;-7840.49;49608.42;14488.78;-6936.44;49970.21;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8064;14974.96;-7838.44;49609.89;14484.14;-6934.92;49975.21;0.044;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
8068;14967.36;-7839.15;49611.38;14477.85;-6934.92;49975.28;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8072;14960.40;-7836.12;49612.75;14471.24;-6933.61;49977.18;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
8076;14953.81;-7836.98;49617.13;14463.05;-6933.61;49979.47;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8080;14943.31;-7835.42;49619.27;14453.18;-6932.14;49982.96;0.046;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
8084;14933.37;-7835.31;49622.14;14443.85;-6932.02;49986.02;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8088;14920.95;-7835.63;49626.01;14431.43;-6931.61;49988.56;0.045;0.047;1.006;0.0;0;0;0;0;0;0;0;0;
8092;14909.39;-7834.23;49629.71;14419.30;-6929.99;49993.35;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8096;14894.66;-7833.45;49633.84;14406.31;-6929.17;49996.83;0.045;0.046;0.998;0.0;0;0;0;0;0;0;0;0;
8100;14881.98;-7831.08;49638.27;14393.25;-6927.47;50001.05;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8104;14867.67;-7831.49;49642.48;14379.26;-6928.64;50005.34;0.044;0.046;1.002;0.0;0;0;0;0;0;0;0;0;
8108;14856.07;-7831.05;49645.56;14365.87;-6926.55;50008.71;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8112;14842.46;-7830.52;49650.51;14354.16;-6926.45;50012.97;0.043;0.047;1.010;0.0;0;0;0;0;0;0;0;0;
8116;14831.70;-7829.66;49653.93;14341.90;-6925.33;50015.92;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8120;14821.46;-7829.70;49656.45;14332.00;-6925.76;50018.72;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
8124;14811.12;-7829.26;49660.18;14321.42;-6925.63;50021.61;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8128;14802.73;-7829.01;49661.74;14312.98;-6924.37;50025.33;0.040;0.043;1.012;0.0;0;0;0;0;0;0;0;0;
8132;14792.92;-7827.93;49665.36;14303.36;-6924.60;50026.85;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8136;14784.69;-7827.26;49667.54;14294.00;-6923.78;50028.99;0.040;0.043;1.006;0.0;0;0;0;0;0;0;0;0;
8140;14776.50;-7828.70;49671.31;14286.30;-6924.46;50032.32;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8144;14767.52;-7827.88;49672.09;14277.25;-6922.85;50035.01;0.039;0.044;0.998;0.0;0;0;0;0;0;0;0;0;
8148;14759.35;-7827.25;49674.92;14269.91;-6923.91;50037.36;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8152;14752.13;-7825.93;49678.06;14262.16;-6922.17;50038.73;0.039;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
8156;14746.21;-7827.16;49678.31;14255.81;-6922.50;50040.42;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8160;14739.92;-7825.91;49680.73;14249.76;-6923.15;50043.07;0.039;0.047;0.996;0.0;0;0;0;0;0;0;0;0;
8164;14736.18;-7826.72;49680.96;14245.95;-6921.66;50043.95;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8168;14731.99;-7827.20;49684.64;14242.20;-6922.43;50044.95;0.037;0.046;1.002;0.0;0;0;0;0;0;0;0;0;
8172;14729.63;-7826.87;49684.16;14239.91;-6922.28;50046.23;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8176;14728.55;-7828.27;49684.82;14239.38;-6922.76;50045.92;0.035;0.044;1.010;0.0;0;0;0;0;0;0;0;0;
8180;14729.22;-7827.66;49684.34;14239.50;-6923.64;50045.09;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8184;14733.13;-7829.09;49683.60;14241.81;-6923.80;50044.62;0.034;0.045;1.006;0.0;0;0;0;0;0;0;0;0;
8188;14735.81;-7828.80;49681.22;14245.36;-6924.42;50044.38;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8192;14742.14;-7828.82;49679.87;14249.61;-6924.99;50042.33;0.035;0.047;0.998;0.0;0;0;0;0;0;0;0;0;
8196;14746.12;-7828.72;49678.69;14254.76;-6925.33;50041.51;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8200;14751.83;-7829.98;49677.74;14260.71;-6924.76;50038.92;0.035;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
8204;14757.78;-7830.62;49675.95;14266.36;-6925.98;50037.97;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8208;14765.18;-7829.94;49674.43;14273.24;-6924.69;50035.91;0.034;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
8212;14771.28;-7830.77;49672.02;14280.54;-6926.05;50033.25;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8216;14777.23;-7830.38;49669.63;14285.81;-6926.01;50032.25;0.035;0.044;0.996;0.0;0;0;0;0;0;0;0;0;
8220;14784.33;-7831.04;49667.86;14293.62;-6926.64;50030.32;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8224;14789.67;-7831.19;49665.68;14299.26;-6925.95;50028.02;0.036;0.045;0.996;0.0;63.7924363;9.3761445;11.5;12;2;90427.2;2025/06/11;09:04:27.203;
8228;14796.18;-7831.16;49663.77;14306.41;-6926.65;50026.43;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8232;14801.12;-7830.23;49663.24;14311.59;-6926.34;50025.15;0.037;0.045;1.002;0.0;0;0;0;0;0;0;0;0;
