20250611_090415_MWALK_#0122
Field-Nr.: 1
Date: 11.06.2025
Time: 09:04:44
MagWalk: 000122
Samples: 6753
###---Probe---###
Probe Firmware: 00.00-00/00
Median Probe Temperature: +20.9 [degC]
SampleFrequence: 250 [Hz]
Digital Probe Voltage: +3.64 [V]
Anlog Probe (positiv) Voltage: +12.11 [V]
Anlog Probe (negativ) Voltage: -12.13 [V]
###---DataLogger---###
DataLogger Firmware 04.00-02/00
Input Voltage: +11.96 [V]
Median Temperature: +24.0 [degC]
###---GPS---###
GGA Information
GPS enabeld
GGA Quality: 0 = invalid 1 = GPS fix (SPS); 2 = DGPS fix; 3 = PPS fix; 4 = Real Time Kinematic; 5 = Float RTK; 6 = estimated (dead reckoning) (2.3 feature); 7 = Manual input mode; 8 = Simulation mode

Timestamp [ms]; B1x [nT]; B1y [nT]; B1z [nT]; B2x [nT]; B2y [nT]; B2z [nT]; AccX [g]; AccY [g]; AccZ [g]; Temp [Deg]; Latitude [Decimal Degrees]; Longitude [Decimal Degrees]; Altitude [m]; Satellites; Quality; GPSTime; GPSDate; GPSTime [hh:mm:ss.sss];
0;14807.81;-7837.12;49649.84;14316.36;-6926.94;50027.84;0.042;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
4;14809.19;-7835.69;49650.04;14316.22;-6927.07;50027.75;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
8;14808.58;-7837.12;49648.87;14316.68;-6927.46;50028.10;0.043;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
12;14808.37;-7837.13;49648.91;14316.78;-6926.87;50028.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
16;14807.49;-7837.04;49649.45;14316.47;-6927.23;50029.19;0.044;0.047;1.012;0.0;0;0;0;0;0;0;0;0;
20;14806.81;-7836.88;49650.47;14315.86;-6926.91;50029.20;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
24;14805.33;-7836.59;49650.11;14314.05;-6926.98;50028.77;0.044;0.046;1.012;0.0;63.7924367;9.3761413;11.7;12;2;90419.0;2025/06/11;09:04:19.000;
28;14804.08;-7836.69;49649.76;14313.16;-6926.86;50028.51;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
32;14800.33;-7835.70;49651.72;14310.82;-6926.61;50030.46;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
36;14798.21;-7836.29;49651.89;14307.84;-6927.37;50031.53;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
40;14795.43;-7835.90;49651.35;14304.39;-6927.04;50031.89;0.046;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
44;14792.81;-7835.80;49653.47;14301.55;-6926.15;50032.00;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
48;14789.36;-7835.65;49656.22;14298.93;-6925.80;50034.91;0.046;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
52;14785.78;-7835.38;49655.71;14294.88;-6925.30;50035.11;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
56;14781.65;-7834.55;49657.44;14291.49;-6925.47;50035.65;0.046;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
60;14779.16;-7834.83;49658.47;14288.83;-6925.34;50036.79;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
64;14776.44;-7834.16;49659.62;14285.24;-6924.85;50038.02;0.046;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
68;14773.27;-7834.25;49659.81;14282.86;-6925.55;50038.03;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
72;14771.14;-7836.11;49660.75;14280.90;-6925.61;50039.12;0.046;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
76;14770.72;-7834.88;49661.32;14278.48;-6924.71;50039.13;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
80;14767.06;-7834.00;49662.21;14276.78;-6924.66;50039.73;0.045;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
84;14764.56;-7833.19;49662.42;14274.99;-6924.69;50040.75;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
88;14762.46;-7834.93;49662.35;14271.88;-6924.73;50040.61;0.044;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
92;14761.14;-7834.80;49663.97;14270.00;-6924.64;50041.76;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
96;14758.37;-7834.79;49663.38;14267.89;-6924.37;50043.08;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
100;14757.24;-7835.52;49663.80;14266.21;-6924.63;50042.90;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
104;14755.84;-7834.57;49665.02;14264.87;-6924.76;50043.75;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
108;14753.81;-7835.00;49665.54;14263.56;-6924.12;50043.78;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
112;14752.24;-7834.59;49666.22;14262.74;-6923.84;50043.33;0.040;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
116;14753.92;-7834.51;49665.51;14261.72;-6924.66;50043.93;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
120;14752.86;-7834.50;49665.86;14262.34;-6924.90;50044.38;0.039;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
124;14752.44;-7834.84;49665.29;14261.91;-6925.02;50043.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
128;14753.44;-7833.68;49666.29;14263.33;-6924.17;50043.35;0.039;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
132;14754.85;-7834.95;49665.08;14264.36;-6924.19;50043.15;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
136;14756.80;-7835.02;49664.73;14266.15;-6925.55;50042.88;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
140;14757.76;-7834.97;49664.43;14266.78;-6925.56;50042.15;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
144;14758.94;-7835.39;49664.54;14268.03;-6924.37;50041.96;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
148;14760.39;-7834.70;49663.63;14268.95;-6924.88;50042.44;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
152;14762.28;-7834.18;49663.28;14271.22;-6925.29;50041.59;0.040;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
156;14763.74;-7835.89;49663.34;14272.33;-6924.81;50040.86;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
160;14762.89;-7835.15;49662.71;14273.85;-6924.83;50041.37;0.040;0.046;1.008;0.0;0;0;0;0;0;0;0;0;
164;14767.61;-7834.88;49662.85;14274.58;-6925.20;50039.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
168;14768.21;-7835.43;49661.50;14277.33;-6924.19;50039.27;0.041;0.046;1.000;0.0;0;0;0;0;0;0;0;0;
172;14771.00;-7834.23;49660.50;14279.39;-6925.40;50038.75;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
176;14771.64;-7834.72;49660.67;14281.78;-6924.99;50038.13;0.041;0.046;1.000;0.0;0;0;0;0;0;0;0;0;
180;14773.64;-7834.30;49659.74;14282.96;-6924.78;50037.19;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
184;14775.73;-7834.68;49659.08;14284.80;-6926.01;50037.96;0.040;0.045;1.008;0.0;0;0;0;0;0;0;0;0;
188;14778.01;-7835.45;49658.86;14286.93;-6924.96;50036.69;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
192;14778.04;-7836.66;49658.14;14288.56;-6924.81;50036.89;0.039;0.045;1.008;0.0;0;0;0;0;0;0;0;0;
196;14780.38;-7835.38;49658.07;14289.85;-6925.59;50036.11;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
200;14781.91;-7834.50;49658.51;14291.03;-6924.70;50036.26;0.039;0.045;1.000;0.0;0;0;0;0;0;0;0;0;
204;14782.23;-7836.15;49656.27;14291.17;-6926.05;50035.97;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
208;14782.95;-7835.25;49657.76;14292.37;-6925.62;50034.40;0.038;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
212;14784.60;-7835.66;49657.79;14293.48;-6925.79;50033.99;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
216;14785.25;-7835.20;49656.56;14293.28;-6926.01;50035.50;0.037;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
220;14784.42;-7835.16;49656.88;14293.78;-6925.90;50035.65;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
224;14784.38;-7836.34;49656.62;14292.32;-6925.83;50035.84;0.037;0.045;0.996;0.0;63.7924365;9.3761415;11.7;12;2;90419.2;2025/06/11;09:04:19.203;
228;14783.01;-7835.25;49658.11;14292.02;-6925.70;50035.09;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
232;14782.19;-7835.16;49657.70;14291.10;-6925.83;50036.08;0.037;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
236;14780.78;-7836.02;49657.64;14289.68;-6925.72;50036.12;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
240;14780.22;-7835.45;49659.35;14287.76;-6926.05;50036.32;0.037;0.046;0.996;0.0;0;0;0;0;0;0;0;0;
244;14777.98;-7835.62;49658.29;14286.76;-6925.77;50037.60;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
248;14776.07;-7835.11;49659.25;14285.16;-6926.15;50037.88;0.037;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
252;14774.40;-7835.45;49659.07;14284.38;-6925.49;50037.96;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
256;14774.79;-7835.80;49660.53;14281.84;-6925.03;50038.60;0.038;0.045;1.000;0.0;0;0;0;0;0;0;0;0;
260;14773.50;-7835.48;49659.78;14280.83;-6925.84;50038.57;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
264;14770.87;-7834.63;49661.02;14280.06;-6925.16;50038.71;0.038;0.045;1.008;0.0;0;0;0;0;0;0;0;0;
268;14770.61;-7835.11;49661.17;14278.54;-6925.69;50038.56;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
272;14768.78;-7834.63;49661.42;14278.35;-6925.09;50038.87;0.039;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
276;14766.58;-7834.82;49662.10;14277.28;-6925.05;50039.87;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
280;14764.97;-7835.07;49662.03;14274.52;-6925.90;50039.83;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
284;14763.77;-7835.62;49662.91;14274.02;-6925.48;50041.05;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
288;14762.60;-7836.16;49663.62;14271.88;-6924.73;50041.34;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
292;14760.49;-7834.69;49664.26;14270.09;-6925.27;50042.42;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
296;14758.85;-7835.84;49664.87;14267.82;-6924.66;50042.53;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
300;14757.78;-7835.22;49664.37;14267.52;-6925.65;50042.46;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
304;14755.44;-7834.04;49664.80;14266.14;-6925.49;50043.04;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
308;14755.63;-7835.14;49665.78;14265.15;-6925.10;50043.10;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
312;14756.16;-7835.32;49665.89;14265.19;-6925.10;50043.68;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
316;14756.09;-7834.11;49665.82;14265.02;-6924.87;50042.37;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
320;14757.45;-7833.86;49664.52;14265.62;-6924.52;50043.27;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
324;14757.89;-7834.95;49665.33;14266.46;-6925.40;50042.95;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
328;14758.19;-7834.75;49664.61;14268.53;-6925.59;50043.04;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
332;14758.55;-7835.00;49664.84;14268.60;-6924.95;50041.58;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
336;14759.85;-7834.43;49664.01;14269.61;-6924.28;50041.96;0.041;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
340;14761.43;-7834.52;49662.39;14270.11;-6925.91;50041.27;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
344;14762.16;-7835.32;49664.37;14271.35;-6924.69;50041.47;0.041;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
348;14762.57;-7833.76;49662.66;14272.38;-6925.26;50040.44;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
352;14763.99;-7835.57;49663.06;14272.85;-6924.78;50040.72;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
356;14764.92;-7835.25;49664.19;14272.79;-6925.84;50040.13;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
360;14765.20;-7835.38;49662.21;14274.52;-6925.49;50041.25;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
364;14767.22;-7834.93;49662.37;14275.09;-6924.94;50040.76;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
368;14767.82;-7835.33;49661.75;14276.94;-6926.05;50039.31;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
372;14769.46;-7835.62;49661.61;14278.18;-6925.59;50039.52;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
376;14771.03;-7835.62;49660.95;14280.19;-6925.59;50039.55;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
380;14773.50;-7835.63;49660.35;14283.04;-6925.95;50038.10;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
384;14775.88;-7835.59;49659.58;14283.71;-6925.68;50038.20;0.043;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
388;14777.74;-7835.45;49659.29;14286.23;-6925.76;50037.04;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
392;14777.31;-7835.69;49658.58;14287.50;-6926.39;50036.28;0.043;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
396;14780.51;-7835.62;49658.00;14288.86;-6925.80;50035.87;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
400;14779.80;-7836.29;49658.30;14290.14;-6925.30;50036.37;0.043;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
404;14780.09;-7835.50;49658.02;14290.35;-6925.13;50035.41;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
408;14780.31;-7834.75;49657.15;14289.22;-6924.74;50035.96;0.044;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
412;14780.70;-7834.94;49657.48;14290.13;-6925.20;50036.19;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
416;14781.10;-7835.38;49658.66;14290.67;-6925.23;50035.82;0.044;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
420;14779.80;-7835.90;49657.32;14289.35;-6925.72;50036.22;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
424;14779.31;-7835.16;49656.87;14289.24;-6925.47;50037.17;0.045;0.046;1.012;0.0;63.7924365;9.3761417;11.7;12;2;90419.4;2025/06/11;09:04:19.398;
428;14780.12;-7835.55;49657.33;14289.52;-6925.86;50036.32;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
432;14778.92;-7835.20;49657.48;14289.10;-6925.63;50035.55;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
436;14779.17;-7835.09;49658.61;14288.51;-6925.61;50035.94;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
440;14778.33;-7835.34;49660.29;14288.51;-6925.42;50037.40;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
444;14778.40;-7835.23;49658.76;14287.69;-6926.25;50037.07;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
448;14776.41;-7835.41;49659.64;14285.30;-6926.08;50037.74;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
452;14774.00;-7834.86;49659.64;14284.16;-6925.70;50037.33;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
456;14773.34;-7834.45;49660.67;14281.98;-6924.55;50037.43;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
460;14772.03;-7835.33;49661.63;14280.63;-6925.15;50037.65;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
464;14769.15;-7834.87;49661.84;14278.67;-6924.60;50038.59;0.044;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
468;14767.69;-7834.69;49661.61;14276.65;-6925.72;50040.40;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
472;14765.10;-7834.55;49662.84;14274.41;-6924.90;50040.58;0.043;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
476;14763.72;-7834.95;49662.44;14272.36;-6925.55;50039.76;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
480;14762.17;-7834.19;49663.44;14271.65;-6925.69;50040.88;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
484;14761.35;-7835.75;49664.61;14269.27;-6924.37;50041.54;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
488;14758.98;-7835.18;49664.69;14269.06;-6924.85;50042.03;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
492;14758.55;-7835.40;49664.63;14268.07;-6924.56;50043.17;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
496;14757.82;-7835.33;49664.13;14265.96;-6924.90;50042.83;0.041;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
500;14757.38;-7834.77;49665.14;14265.51;-6925.19;50043.10;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
504;14754.91;-7834.82;49665.50;14263.73;-6924.56;50043.40;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
508;14754.54;-7835.86;49666.18;14263.06;-6924.71;50043.39;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
512;14753.40;-7834.87;49666.33;14261.84;-6924.53;50043.42;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
516;14751.99;-7834.84;49666.67;14261.66;-6924.69;50044.11;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
520;14751.01;-7834.43;49666.51;14260.32;-6925.10;50044.17;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
524;14750.23;-7834.45;49667.25;14259.79;-6925.01;50044.82;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
528;14749.77;-7834.75;49668.04;14260.07;-6924.27;50045.65;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
532;14749.98;-7834.69;49667.11;14260.30;-6924.13;50045.03;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
536;14751.15;-7834.79;49667.63;14259.91;-6924.71;50044.84;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
540;14751.13;-7834.34;49665.64;14260.85;-6924.67;50043.88;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
544;14751.80;-7834.43;49666.26;14260.44;-6923.86;50043.88;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
548;14752.98;-7835.04;49666.46;14262.17;-6924.00;50044.50;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
552;14753.26;-7834.91;49666.44;14262.94;-6924.31;50043.18;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
556;14754.28;-7834.55;49665.54;14263.74;-6924.31;50042.95;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
560;14755.44;-7834.45;49665.55;14265.35;-6925.06;50042.35;0.042;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
564;14756.94;-7834.57;49665.86;14266.03;-6925.55;50043.81;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
568;14758.51;-7834.43;49665.57;14267.29;-6924.23;50042.05;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
572;14759.93;-7835.05;49664.62;14267.98;-6924.98;50042.28;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
576;14760.34;-7835.94;49664.59;14269.58;-6925.31;50042.37;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
580;14762.84;-7834.90;49664.13;14270.58;-6925.20;50041.39;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
584;14763.11;-7835.09;49663.42;14271.14;-6924.48;50042.01;0.040;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
588;14763.35;-7834.72;49664.08;14272.32;-6924.73;50040.29;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
592;14764.75;-7834.79;49661.68;14274.27;-6925.37;50040.62;0.039;0.046;1.010;0.0;0;0;0;0;0;0;0;0;
596;14765.18;-7834.84;49663.01;14274.87;-6924.84;50040.01;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
600;14766.46;-7834.57;49662.45;14275.09;-6925.42;50038.67;0.038;0.045;1.002;0.0;0;0;0;0;0;0;0;0;
604;14766.89;-7835.11;49662.59;14277.01;-6924.81;50039.38;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
608;14766.99;-7834.77;49661.75;14277.21;-6925.49;50039.83;0.037;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
612;14768.87;-7835.13;49662.89;14276.78;-6924.56;50040.19;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
616;14767.53;-7835.05;49662.70;14278.36;-6924.84;50040.42;0.037;0.045;0.996;0.0;0;0;0;0;0;0;0;0;
620;14767.78;-7833.98;49662.14;14277.67;-6925.27;50039.91;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
624;14768.28;-7833.34;49661.81;14276.92;-6925.80;50040.54;0.037;0.045;0.998;0.0;63.7924365;9.3761418;11.7;12;2;90419.6;2025/06/11;09:04:19.602;
628;14767.18;-7835.94;49662.20;14276.89;-6924.07;50038.99;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
632;14767.82;-7835.18;49661.82;14276.02;-6923.95;50040.33;0.037;0.045;1.006;0.0;0;0;0;0;0;0;0;0;
636;14766.51;-7835.40;49661.73;14277.14;-6925.62;50040.16;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
640;14766.14;-7834.48;49662.21;14274.94;-6924.46;50041.46;0.038;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
644;14766.00;-7835.33;49663.41;14275.08;-6923.84;50039.13;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
648;14763.78;-7834.73;49663.40;14273.55;-6924.92;50041.00;0.039;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
652;14762.56;-7834.11;49663.06;14271.57;-6924.81;50041.46;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
656;14761.36;-7833.70;49663.90;14269.88;-6924.34;50040.73;0.040;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
660;14759.93;-7834.63;49665.12;14268.76;-6924.83;50042.18;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
664;14757.53;-7834.13;49664.20;14267.03;-6923.96;50042.74;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
668;14755.26;-7832.82;49666.12;14265.28;-6924.46;50043.03;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
672;14754.08;-7834.75;49666.12;14262.70;-6924.03;50044.45;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
676;14751.84;-7833.76;49666.75;14261.40;-6924.00;50043.53;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
680;14750.87;-7833.52;49667.29;14259.51;-6924.30;50043.98;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
684;14749.43;-7833.47;49667.79;14258.86;-6924.46;50044.39;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
688;14747.90;-7833.23;49667.64;14257.17;-6923.38;50045.73;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
692;14747.36;-7833.30;49668.00;14255.50;-6923.63;50045.03;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
696;14746.62;-7833.91;49669.18;14255.56;-6923.88;50044.30;0.041;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
700;14745.36;-7833.95;49669.14;14254.00;-6923.86;50046.70;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
704;14744.17;-7833.79;49669.06;14253.04;-6924.48;50047.05;0.040;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
708;14742.72;-7834.76;49669.18;14251.66;-6923.59;50047.04;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
712;14741.72;-7832.83;49669.73;14251.10;-6923.42;50047.90;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
716;14740.13;-7834.07;49669.03;14249.96;-6923.43;50047.04;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
720;14739.78;-7833.77;49670.59;14249.49;-6922.71;50047.40;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
724;14738.93;-7834.29;49670.30;14248.83;-6924.31;50048.24;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
728;14739.75;-7834.15;49669.45;14247.55;-6923.82;50048.92;0.039;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
732;14738.04;-7834.32;49671.06;14248.44;-6923.78;50048.29;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
736;14739.49;-7833.52;49670.56;14248.87;-6923.63;50049.24;0.039;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
740;14740.24;-7833.45;49670.66;14248.75;-6924.03;50048.42;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
744;14740.71;-7834.54;49669.81;14250.24;-6923.93;50047.96;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
748;14741.76;-7834.08;49669.03;14250.64;-6923.77;50048.24;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
752;14742.61;-7834.69;49668.60;14251.60;-6922.96;50047.58;0.040;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
756;14742.68;-7834.25;49669.25;14252.63;-6924.41;50047.67;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
760;14744.29;-7833.84;49668.15;14254.08;-6923.20;50046.68;0.041;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
764;14745.59;-7833.77;49668.00;14255.92;-6923.25;50046.75;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
768;14746.76;-7835.44;49668.29;14255.88;-6924.46;50046.79;0.042;0.045;1.012;0.0;0;0;0;0;0;0;0;0;
772;14748.43;-7834.37;49667.89;14257.94;-6923.24;50045.55;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
776;14748.91;-7834.30;49666.60;14259.23;-6923.22;50045.44;0.043;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
780;14751.24;-7833.26;49666.94;14261.24;-6924.37;50045.28;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
784;14753.91;-7834.63;49666.16;14262.48;-6924.55;50043.93;0.044;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
788;14755.08;-7834.09;49665.65;14264.43;-6924.32;50043.08;0.000;0.000;0.000;0.0;0;0;0;0;0;0;0;0;
792;14758.46;-7834.16;49664.56;14266.08;-6924.13;50042.88;0.045;0.046;1.012;0.0;0;0;0;0;0;0;0;0;
